S33,POINT (-75.289078000000018 40.682639999999992),13
S33,POINT (-75.28909299999998 40.682964000000027),14
S33,POINT (-75.289078000000018 40.683097999999973),15
WILLIAM PENN HWY,POINT (-75.293579000000022 40.666584),1
WILLIAM PENN HWY,POINT (-75.291953999999976 40.666427999999996),2
WILLIAM PENN HWY,POINT (-75.290413 40.666199000000006),3
WILLIAM PENN HWY,POINT (-75.288560000000018 40.666199000000006),4
WILLIAM PENN HWY,POINT (-75.287476000000026 40.666199000000006),5
WILLIAM PENN HWY,POINT (-75.286629 40.666274999999985),6
WILLIAM PENN HWY,POINT (-75.285706 40.666427999999996),7
WILLIAM PENN HWY,POINT (-75.284851 40.666508000000022),8
WILLIAM PENN HWY,POINT (-75.283699000000013 40.666658999999981),9
WILLIAM PENN HWY,POINT (-75.281921000000011 40.66681699999998),10
WILLIAM PENN HWY,POINT (-75.280457000000013 40.666968999999995),11
WILLIAM PENN HWY,POINT (-75.279143999999974 40.667431000000022),12
WILLIAM PENN HWY,POINT (-75.278450000000021 40.667587000000026),13
WILLIAM PENN HWY,POINT (-75.277596000000017 40.667973000000018),14
WILLIAM PENN HWY,POINT (-75.276824999999974 40.668281999999977),15
WILLIAM PENN HWY,POINT (-75.276291000000015 40.668358000000012),16
WILLIAM PENN HWY,POINT (-75.275749000000019 40.668667000000028),17
WILLIAM PENN HWY,POINT (-75.274895000000015 40.669052000000022),18
WILLIAM PENN HWY,POINT (-75.272429999999986 40.669758),19
WILLIAM PENN HWY,POINT (-75.270393000000013 40.670563000000016),20
WILLIAM PENN HWY,POINT (-75.267791999999986 40.671936000000017),21
WILLIAM PENN HWY,POINT (-75.265609999999981 40.673355000000015),22
WILLIAM PENN HWY,POINT (-75.264603000000022 40.674217999999996),23
WILLIAM PENN HWY,POINT (-75.263734 40.674950000000024),24
WILLIAM PENN HWY,POINT (-75.26265699999999 40.675808000000018),25
WILLIAM PENN HWY,POINT (-75.261237999999992 40.676937000000009),26
WILLIAM PENN HWY,POINT (-75.260445 40.677612000000011),27
WILLIAM PENN HWY,POINT (-75.260307000000012 40.677719000000025),28
WILLIAM PENN HWY,POINT (-75.259651000000019 40.678248999999994),29
WILLIAM PENN HWY,POINT (-75.258934000000011 40.678871000000015),30
WILLIAM PENN HWY,POINT (-75.258223999999984 40.679276000000016),31
WILLIAM PENN HWY,POINT (-75.257415999999978 40.679844),32
WILLIAM PENN HWY,POINT (-75.256570000000011 40.680271000000005),33
WILLIAM PENN HWY,POINT (-75.25505099999998 40.680884999999989),34
WILLIAM PENN HWY,POINT (-75.253112999999985 40.681263),35
WILLIAM PENN HWY,POINT (-75.251213 40.681452999999976),36
WILLIAM PENN HWY,POINT (-75.248610999999983 40.681830999999988),37
S987,POINT (-75.42506800000001 40.663902000000007),1
S987,POINT (-75.42530099999999 40.663670000000025),2
S987,POINT (-75.415009 40.695629),1
S987,POINT (-75.414780000000007 40.695127000000014),2
S987,POINT (-75.414405999999985 40.694542000000013),3
S987,POINT (-75.41404 40.693961),4
S987,POINT (-75.413827000000026 40.693535),5
S987,POINT (-75.413504999999986 40.693218),6
S987,POINT (-75.413292000000013 40.692581000000018),7
S987,POINT (-75.412926000000027 40.692054999999982),8
S987,POINT (-75.412765999999976 40.69162799999998),9
S987,POINT (-75.412604999999985 40.691204000000027),10
S987,POINT (-75.412659000000019 40.690993999999989),11
S987,POINT (-75.412659000000019 40.690781000000015),12
S987,POINT (-75.412659000000019 40.690304000000026),13
S987,POINT (-75.412819000000013 40.689565000000016),14
S987,POINT (-75.413032999999984 40.689086999999972),15
S987,POINT (-75.413238999999976 40.688503000000026),16
S987,POINT (-75.413399000000027 40.688025999999979),17
S987,POINT (-75.413872000000026 40.687189999999987),18
S987,POINT (-75.414108 40.686519999999973),19
S987,POINT (-75.415580999999975 40.682998999999995),20
S987,POINT (-75.416480999999976 40.680759000000023),21
S987,POINT (-75.416603000000009 40.680691000000024),22
S987,POINT (-75.416603000000009 40.680499999999995),23
S987,POINT (-75.417503000000011 40.678379000000007),24
S987,POINT (-75.417892 40.677232000000004),25
S987,POINT (-75.418488000000025 40.675929999999994),26
S987,POINT (-75.418639999999982 40.675630000000012),27
S987,POINT (-75.418671000000018 40.675258999999983),28
S987,POINT (-75.418763000000013 40.675220000000024),29
S987,POINT (-75.421516 40.667849999999987),30
S987,POINT (-75.421852 40.667191),31
S987,POINT (-75.422821 40.666084000000012),32
S987,POINT (-75.424165000000016 40.664799000000016),33
S987,POINT (-75.424837000000025 40.664131),34
S987,POINT (-75.42506800000001 40.663902000000007),35
S100,POINT (-75.606415000000027 40.548002999999994),1
S100,POINT (-75.607254000000012 40.550658999999996),2
S100,POINT (-75.607305 40.550902000000008),3
S100,POINT (-75.607341000000019 40.551067999999987),4
S100,POINT (-75.607498000000021 40.551805),5
S100,POINT (-75.607648999999981 40.552697000000023),6
S100,POINT (-75.607681000000014 40.552890999999988),7
S100,POINT (-75.60822300000001 40.556625),8
S100,POINT (-75.609489 40.559097000000008),9
S100,POINT (-75.610634 40.561088999999981),10
S100,POINT (-75.612197999999978 40.563259000000016),11
S100,POINT (-75.61443300000002 40.566574),12
S100,POINT (-75.616661000000022 40.570011000000022),13
S100,POINT (-75.618469 40.57266199999998),14
S100,POINT (-75.626183000000026 40.583275000000015),1
S100,POINT (-75.626251000000025 40.583435000000009),2
S100,POINT (-75.626700000000028 40.584534000000019),3
S100,POINT (-75.627120999999988 40.585563999999977),4
S100,POINT (-75.628516999999988 40.588272000000018),5
S100,POINT (-75.631156999999973 40.593266000000028),6
S100,POINT (-75.631366000000014 40.593816000000004),7
S100,POINT (-75.631790000000024 40.594934000000023),8
S100,POINT (-75.632156000000009 40.595759999999984),9
S100,POINT (-75.632323999999983 40.595997000000011),10
S100,POINT (-75.632506999999976 40.596431999999993),11
S100,POINT (-75.632584000000008 40.596920000000011),12
S100,POINT (-75.632767 40.597797000000014),13
S100,POINT (-75.632812 40.598052999999993),14
S100,POINT (-75.632919000000015 40.598423000000025),15
S100,POINT (-75.633017999999993 40.598969000000011),16
S100,POINT (-75.633057000000008 40.599281000000019),17
S100,POINT (-75.633429999999976 40.60018500000001),18
S100,POINT (-75.633452999999975 40.600235),19
S100,POINT (-75.633934000000011 40.600871999999981),20
S100,POINT (-75.618469 40.57266199999998),1
S100,POINT (-75.619858000000022 40.574412999999993),2
S100,POINT (-75.621245999999985 40.575919999999996),3
S100,POINT (-75.621940999999993 40.576411000000007),4
S512,POINT (-75.178513000000009 40.879512999999974),1
S512,POINT (-75.178481999999974 40.879520000000014),2
S512,POINT (-75.177818 40.880019000000004),3
S512,POINT (-75.177385000000015 40.880400000000009),4
S512,POINT (-75.176643000000013 40.881050000000016),5
S512,POINT (-75.175886999999989 40.881648999999982),6
S512,POINT (-75.174109999999985 40.882648000000017),7
S512,POINT (-75.172599999999989 40.883320000000026),8
S512,POINT (-75.171944 40.883549000000016),9
S512,POINT (-75.168860999999993 40.883849999999995),10
S512,POINT (-75.166747999999984 40.884170999999981),11
S512,POINT (-75.165641999999991 40.884528999999986),12
S512,POINT (-75.164284000000009 40.884972000000005),13
S512,POINT (-75.163260999999977 40.885239000000013),14
S512,POINT (-75.162719999999979 40.88534199999998),15
S512,POINT (-75.161781000000019 40.885608999999988),16
S512,POINT (-75.160087999999973 40.88597900000002),17
S512,POINT (-75.159462000000019 40.886181000000022),18
S512,POINT (-75.157623 40.886687999999992),19
S512,POINT (-75.155273000000022 40.887508000000025),20
S512,POINT (-75.153641 40.888198999999986),21
S512,POINT (-75.153396999999984 40.888340000000028),22
S512,POINT (-75.152923999999985 40.888629999999978),23
S512,POINT (-75.151862999999992 40.889480999999989),24
S512,POINT (-75.151588 40.889800999999977),25
S512,POINT (-75.150749000000019 40.890442000000007),26
S512,POINT (-75.150451999999973 40.890719999999988),27
S512,POINT (-75.149749999999983 40.891398999999979),28
S512,POINT (-75.148911 40.892109000000005),29
S512,POINT (-75.147635999999977 40.893140000000017),30
S512,POINT (-75.147162999999978 40.893373),31
S512,POINT (-75.145782 40.894081000000028),32
S512,POINT (-75.143966999999975 40.894580000000019),33
S512,POINT (-75.14061700000002 40.895160999999973),34
S512,POINT (-75.137093 40.89587),35
S512,POINT (-75.136880000000019 40.89587),36
S512,POINT (-75.136756999999989 40.895962),37
S512,POINT (-75.135910000000024 40.896141),38
S512,POINT (-75.131752 40.897148000000016),39
S512,POINT (-75.131721000000027 40.897200999999995),40
S512,POINT (-75.130760000000009 40.89725900000002),41
S512,POINT (-75.130608 40.897380999999996),42
S512,POINT (-75.125214000000028 40.898590000000013),43
S512,POINT (-75.125 40.898571000000004),44
S512,POINT (-75.124732999999992 40.898609000000022),45
S512,POINT (-75.124396999999988 40.898609000000022),46
S512,POINT (-75.122139 40.898449000000028),47
S512,POINT (-75.119178999999974 40.897880999999984),48
S512,POINT (-75.118263000000013 40.897221),49
S378,POINT (-75.386237999999992 40.624911999999995),1
S378,POINT (-75.387329000000022 40.62616300000002),2
S378,POINT (-75.388802 40.627059999999972),3
S378,POINT (-75.389832000000013 40.627639999999985),4
S378,POINT (-75.391303999999991 40.628089999999986),5
S378,POINT (-75.393805999999984 40.628281000000015),6
S378,POINT (-75.396506999999986 40.628089999999986),7
S378,POINT (-75.398490999999979 40.627639999999985),8
S378,POINT (-75.399780000000021 40.626934000000006),9
S378,POINT (-75.402022999999986 40.626353999999992),10
S378,POINT (-75.403243999999972 40.626353999999992),11
S378,POINT (-75.404274999999984 40.626674999999977),12
S378,POINT (-75.406067000000007 40.627253999999994),13
S378,POINT (-75.406836 40.627831000000015),14
S378,POINT (-75.407607999999982 40.628731000000016),15
S378,POINT (-75.40825000000001 40.629887),16
S378,POINT (-75.408638 40.631234000000006),17
S378,POINT (-75.408888999999988 40.631938999999988),18
S378,POINT (-75.409019 40.63348000000002),19
S378,POINT (-75.409408999999982 40.638740999999982),20
S378,POINT (-75.409789999999987 40.64034700000002),21
S378,POINT (-75.410751 40.642272999999989),22
S378,POINT (-75.411781000000019 40.643684000000007),23
S378,POINT (-75.415436 40.64868899999999),24
S987,POINT (-75.443573000000015 40.624123),1
S987,POINT (-75.44342 40.625134),2
S987,POINT (-75.443268999999987 40.626144000000011),3
S987,POINT (-75.442954999999984 40.627308000000028),4
S987,POINT (-75.442719000000011 40.628242),5
S987,POINT (-75.442268000000013 40.629852000000028),6
S987,POINT (-75.441238 40.632548999999983),7
S987,POINT (-75.440529000000026 40.633445999999992),8
S987,POINT (-75.440018000000009 40.634090000000015),9
S987,POINT (-75.439056 40.634730999999988),10
S987,POINT (-75.437705 40.63556699999998),11
S987,POINT (-75.436554 40.636593000000005),12
S987,POINT (-75.435843999999975 40.637362999999993),13
S987,POINT (-75.433983000000012 40.64057200000002),14
S987,POINT (-75.432509999999979 40.642979000000025),15
S378,POINT (-75.393714999999986 40.528933999999992),1
S378,POINT (-75.396248000000014 40.53676999999999),2
S378,POINT (-75.396385000000009 40.537949000000026),3
S378,POINT (-75.396431 40.539444),4
S378,POINT (-75.396338000000014 40.54048499999999),5
S378,POINT (-75.396248000000014 40.541485000000023),6
S378,POINT (-75.395798000000013 40.544200999999987),7
S378,POINT (-75.39452399999999 40.550816),8
S378,POINT (-75.393828999999982 40.555206),9
S378,POINT (-75.393136000000027 40.558673999999996),10
S378,POINT (-75.392495 40.563155999999992),11
S378,POINT (-75.391486999999984 40.571793000000014),12
S378,POINT (-75.391212 40.572772999999984),13
S309,POINT (-75.393714999999986 40.528933999999992),1
S309,POINT (-75.394843999999978 40.529384999999991),2
S309,POINT (-75.395889000000011 40.529704999999979),3
S309,POINT (-75.39683500000001 40.529929999999979),4
S309,POINT (-75.398513999999977 40.530562999999972),5
S309,POINT (-75.400597 40.53124200000002),6
S309,POINT (-75.402046999999982 40.531925),7
S309,POINT (-75.403358000000026 40.532421),8
S309,POINT (-75.403999 40.532692),9
S309,POINT (-75.404991 40.53309999999999),10
S309,POINT (-75.405898999999977 40.533824999999979),11
S309,POINT (-75.408751999999993 40.536045),12
S309,POINT (-75.409211000000028 40.536452999999995),13
S309,POINT (-75.410155999999972 40.537044999999978),14
S309,POINT (-75.412238 40.53881100000001),15
S309,POINT (-75.41269699999998 40.538990000000013),16
S309,POINT (-75.413872000000026 40.540034999999989),17
S309,POINT (-75.415504 40.541301999999973),18
S309,POINT (-75.418175000000019 40.543385),19
S309,POINT (-75.420807000000025 40.545517000000018),20
S309,POINT (-75.422523000000012 40.546875),21
S309,POINT (-75.423003999999992 40.547236999999996),22
EMAUS AV,POINT (-75.508141000000023 40.528275000000008),1
EMAUS AV,POINT (-75.499336000000028 40.531960000000026),2
EMAUS AV,POINT (-75.494330999999988 40.534237000000019),3
EMAUS AV,POINT (-75.491531000000009 40.535091000000023),4
EMAUS AV,POINT (-75.490288000000021 40.536102000000028),5
EMAUS AV,POINT (-75.48850299999998 40.537811999999974),6
EMAUS AV,POINT (-75.487334999999973 40.539832999999987),7
EMAUS AV,POINT (-75.486558 40.541618000000028),8
EMAUS AV,POINT (-75.486404 40.542472999999973),9
EMAUS AV,POINT (-75.48803700000002 40.545196999999973),10
EMAUS AV,POINT (-75.489822 40.547527),11
S100,POINT (-75.543518 40.50946399999998),1
S100,POINT (-75.546721999999988 40.511120000000005),2
S100,POINT (-75.55304000000001 40.514286000000027),3
S100,POINT (-75.556380999999988 40.515911000000017),4
S100,POINT (-75.558510000000012 40.517128000000014),5
S100,POINT (-75.561581999999987 40.518150999999989),6
S100,POINT (-75.562164 40.518345000000011),7
S100,POINT (-75.564193999999986 40.518851999999981),8
S100,POINT (-75.568046999999979 40.519256999999982),9
S100,POINT (-75.574531999999977 40.520573000000013),10
S100,POINT (-75.584975999999983 40.523819),11
S100,POINT (-75.588326 40.524834),12
S100,POINT (-75.593086000000028 40.527367000000027),13
S100,POINT (-75.59856400000001 40.52990299999999),14
S100,POINT (-75.600287999999978 40.530711999999994),15
S100,POINT (-75.601647000000014 40.531425000000013),16
S100,POINT (-75.601759000000015 40.531512000000021),17
S100,POINT (-75.602195999999992 40.531849000000022),18
S100,POINT (-75.60251599999998 40.532436000000018),19
S100,POINT (-75.602675999999974 40.533718000000022),20
S100,POINT (-75.602623 40.535072000000014),21
S100,POINT (-75.602417 40.538319),22
S100,POINT (-75.603126999999972 40.540851999999973),23
S100,POINT (-75.60424 40.543083000000024),24
S100,POINT (-75.60611 40.547226000000023),25
S100,POINT (-75.606415000000027 40.548002999999994),26
S100,POINT (-75.541924 40.508647999999994),1
S100,POINT (-75.541962000000012 40.508663000000013),2
S100,POINT (-75.543518 40.50946399999998),3
S309,POINT (-75.387115 40.502564000000007),1
S309,POINT (-75.387352000000021 40.50318900000002),2
S309,POINT (-75.387352000000021 40.504729999999995),3
S309,POINT (-75.387260000000026 40.50482199999999),4
S309,POINT (-75.387229999999988 40.505280000000027),5
S309,POINT (-75.387138 40.505531000000019),6
S309,POINT (-75.386993000000018 40.506439),7
S309,POINT (-75.386841 40.506808999999976),8
S309,POINT (-75.386420999999984 40.508429999999976),9
S309,POINT (-75.386360000000025 40.508961),10
S309,POINT (-75.386237999999992 40.509440999999981),11
S309,POINT (-75.385941 40.510559),12
S309,POINT (-75.385696 40.511662),13
S309,POINT (-75.385399 40.512989000000005),14
S309,POINT (-75.385368000000028 40.51400000000001),15
S309,POINT (-75.385460000000023 40.514770999999996),16
S309,POINT (-75.385551000000021 40.514998999999989),17
S309,POINT (-75.385643000000016 40.515869000000009),18
S309,POINT (-75.385849000000007 40.516720000000021),19
S309,POINT (-75.386147 40.517840999999976),20
S309,POINT (-75.386269000000027 40.518230000000017),21
S309,POINT (-75.386329999999987 40.518620999999996),22
S309,POINT (-75.386543000000017 40.519191999999975),23
S309,POINT (-75.386574 40.519439999999975),24
S309,POINT (-75.386658000000011 40.519530999999972),25
S309,POINT (-75.386779999999987 40.520148000000006),26
S309,POINT (-75.386841 40.520198999999991),27
S309,POINT (-75.38719900000001 40.521229000000005),28
S309,POINT (-75.387411999999983 40.521480999999994),29
S309,POINT (-75.387650000000008 40.522159999999985),30
S309,POINT (-75.387947 40.522671),31
S309,POINT (-75.388367000000017 40.523078999999996),32
S309,POINT (-75.388488999999993 40.52323899999999),33
S309,POINT (-75.388847 40.523898999999972),34
S309,POINT (-75.389213999999981 40.524288000000013),35
S309,POINT (-75.389213999999981 40.524380000000008),36
S309,POINT (-75.389839 40.525280000000009),37
S309,POINT (-75.38993099999999 40.525299000000018),38
S309,POINT (-75.390136999999982 40.52562),39
S309,POINT (-75.390648 40.526099999999985),40
S309,POINT (-75.390732000000014 40.526196000000027),41
S248,POINT (-75.608258999999975 40.787461000000008),1
S248,POINT (-75.608220000000017 40.787410000000023),2
S248,POINT (-75.608214999999973 40.787402999999983),3
S412,POINT (-75.314990000000023 40.548925999999994),1
S412,POINT (-75.315125000000023 40.548985000000016),2
S512,POINT (-75.265815999999973 40.864496999999972),1
S512,POINT (-75.265785 40.864516999999978),2
S512,POINT (-75.265174 40.864971000000025),3
S512,POINT (-75.265136999999982 40.865002000000004),4
S512,POINT (-75.264571999999987 40.865318),5
S512,POINT (-75.264029999999991 40.865680999999995),6
S512,POINT (-75.263152999999988 40.866267999999991),7
S512,POINT (-75.26297 40.866340999999977),8
S512,POINT (-75.262398000000019 40.866661000000022),9
S512,POINT (-75.261368 40.867001000000016),10
S512,POINT (-75.259887999999989 40.867458),11
S512,POINT (-75.258628999999985 40.867801999999983),12
S512,POINT (-75.257874000000015 40.868030999999974),13
S512,POINT (-75.257750999999985 40.868030999999974),14
S512,POINT (-75.257446000000016 40.86814099999998),15
S512,POINT (-75.256912 40.868300999999974),16
S512,POINT (-75.256179999999972 40.868420000000015),17
S512,POINT (-75.255340999999987 40.868690000000015),18
S512,POINT (-75.255219000000011 40.868690000000015),19
S512,POINT (-75.253952000000027 40.869011),20
S512,POINT (-75.252868999999976 40.86926),21
S512,POINT (-75.251961 40.869492999999977),22
S512,POINT (-75.25157200000001 40.86953),23
S512,POINT (-75.250938000000019 40.870720000000006),24
S512,POINT (-75.250663999999972 40.870910999999978),25
S512,POINT (-75.25 40.871231000000023),26
S512,POINT (-75.24955 40.871360999999979),27
S512,POINT (-75.249191 40.871448999999984),28
S512,POINT (-75.24894 40.871448999999984),29
S512,POINT (-75.248519999999985 40.871590000000026),30
S512,POINT (-75.247802999999976 40.871479000000022),31
S512,POINT (-75.247413999999992 40.871340999999973),32
S512,POINT (-75.246017 40.870730999999978),33
S512,POINT (-75.245391999999981 40.87063999999998),34
S512,POINT (-75.244629999999972 40.87063999999998),35
S512,POINT (-75.242309999999975 40.871120000000019),36
S512,POINT (-75.240501 40.871898999999985),37
S512,POINT (-75.239693999999986 40.872329999999977),38
S512,POINT (-75.239418 40.872520000000009),39
S512,POINT (-75.238730999999973 40.872769000000005),40
S512,POINT (-75.238022 40.87286),41
S512,POINT (-75.237891999999988 40.872879000000012),42
S512,POINT (-75.236505000000022 40.872889999999984),43
S512,POINT (-75.235497000000009 40.872609000000011),44
S512,POINT (-75.233237999999972 40.871681000000024),45
S512,POINT (-75.232534999999984 40.871264),46
S512,POINT (-75.232254000000012 40.871098000000018),47
S512,POINT (-75.232231000000013 40.871082),48
S512,POINT (-75.23111 40.870231999999987),49
S512,POINT (-75.231087 40.870212999999978),50
S512,POINT (-75.230469000000028 40.869591000000014),51
S512,POINT (-75.230453000000011 40.869578999999987),52
S512,POINT (-75.22956099999999 40.868930999999975),53
S512,POINT (-75.229263 40.868820000000028),54
S512,POINT (-75.228561000000013 40.868449999999996),55
S512,POINT (-75.226357000000007 40.867771000000005),56
S512,POINT (-75.226151000000016 40.867771000000005),57
S512,POINT (-75.225822 40.867699000000016),58
S512,POINT (-75.223862 40.867801999999983),59
S512,POINT (-75.223345999999992 40.867972000000009),60
S512,POINT (-75.223165999999992 40.868030999999974),61
S512,POINT (-75.222925999999973 40.868051999999977),62
S512,POINT (-75.222443 40.86809199999999),63
S512,POINT (-75.221927999999991 40.868043),64
S512,POINT (-75.221092 40.867961999999977),65
S512,POINT (-75.219910000000027 40.86784),66
S512,POINT (-75.219428999999991 40.867850999999973),67
S512,POINT (-75.217948999999976 40.867729),68
S512,POINT (-75.216208999999992 40.867618999999991),69
S512,POINT (-75.214522999999986 40.867512999999974),70
S512,POINT (-75.214026999999987 40.867458),71
S512,POINT (-75.213074 40.867419999999981),72
S512,POINT (-75.211952 40.867298000000005),73
S512,POINT (-75.210990999999979 40.86721),74
S512,POINT (-75.210631999999976 40.86721),75
S512,POINT (-75.210357999999985 40.86716100000001),76
S512,POINT (-75.209541 40.867099999999994),77
S512,POINT (-75.209121999999979 40.867069000000015),78
S512,POINT (-75.208160000000021 40.867008),79
S512,POINT (-75.207428 40.866958000000011),80
S512,POINT (-75.20706899999999 40.86694),81
S512,POINT (-75.206383000000017 40.866919999999993),82
S512,POINT (-75.205101000000013 40.866900999999984),83
S873,POINT (-75.612555999999984 40.672501000000011),1
S873,POINT (-75.613456999999983 40.674220999999989),2
S873,POINT (-75.613670000000013 40.674679000000026),3
S873,POINT (-75.613762000000008 40.674751000000015),4
S873,POINT (-75.613791999999989 40.674930000000018),5
S873,POINT (-75.614029000000016 40.675430000000006),6
S873,POINT (-75.614059 40.675639999999987),7
S873,POINT (-75.614150999999993 40.675708999999983),8
S873,POINT (-75.614326 40.676392000000021),9
S873,POINT (-75.614059 40.678340999999989),10
S873,POINT (-75.614029000000016 40.678859999999986),11
S873,POINT (-75.613853 40.680350999999973),12
S873,POINT (-75.613609 40.682320000000004),13
S873,POINT (-75.613700999999992 40.682849999999974),14
S873,POINT (-75.613730999999973 40.683510000000012),15
S873,POINT (-75.613730999999973 40.684508999999991),16
S873,POINT (-75.612473000000023 40.685889999999972),17
S873,POINT (-75.611319999999978 40.687419999999975),18
S873,POINT (-75.610481 40.688380999999993),19
S873,POINT (-75.610092000000009 40.688838999999973),20
S873,POINT (-75.609909000000016 40.689091000000019),21
S873,POINT (-75.609642000000008 40.689751),22
S873,POINT (-75.609336999999982 40.690207999999984),23
S873,POINT (-75.609009000000015 40.69072),24
S873,POINT (-75.608803000000023 40.69099),25
S309,POINT (-75.612555999999984 40.672501000000011),1
S309,POINT (-75.613425 40.672821),2
