Road1,Road2,long1,lat1,long2,lat2
U22,U22,-75.20980800000001,40.694561000000022,,
U22,KNOX AV,-75.20980800000001,40.694561000000022,,
U22,S248,-75.251449999999977,40.687561000000017,,
S611,KNOX AV,-75.208831999999973,40.687153000000023,,
I476,I476,-75.624519000000021,40.717331,,
I476,S329,-75.602341000000024,40.686619000000007,,
I476,S329,-75.602341000000024,40.686619000000007,,
I476,S873,-75.624519000000021,40.717331,,
I476,S873,-75.624519000000021,40.717331,,
U222,U222,-75.545166,40.570087,,
U222,U222,-75.551346000000024,40.567249000000004,,
S29,S29,-75.508141000000023,40.528275000000008,,
S29,S29,-75.514633,40.525290999999982,,
I476,I476,-75.442559000000017,40.457707000000028,,
S248,PARK AVE,-75.261687999999992,40.694262999999978,,
S248,S248,-75.287979,40.716327999999976,,
S248,KNOX AV,-75.209769999999992,40.694108000000028,,
S248,S611,-75.206253,40.694304999999986,,
S248,S248,-75.209769999999992,40.694108000000028,,
S248,S611,-75.206253,40.694304999999986,,
KNOX AV,U22,-75.20980800000001,40.694561000000022,,
KNOX AV,KNOX AV,-75.20980800000001,40.694561000000022,,
KNOX AV,S248,-75.209769999999992,40.694108000000028,,
I78,I78,-75.590133999999978,40.589522999999986,,
I78,I78,-75.585770000000025,40.587891000000013,,
I78,U22,-75.590133999999978,40.589522999999986,,
I78,I78,-75.594597000000022,40.587646000000007,,
I78,U22,-75.590133999999978,40.589522999999986,,
I78,I78,-75.559782999999982,40.579688999999973,,
S309,S309,-75.552871999999979,40.581393999999989,,
S309,U22,-75.560325999999975,40.600118000000009,,
S309,S309,-75.560325999999975,40.600118000000009,,
S3012,U222,-75.675239999999974,40.544418000000007,,
S3012,U222,-75.675239999999974,40.544418000000007,,
U222,U222,-75.675239999999974,40.544418000000007,,
U222,U222,-75.644600000000025,40.541316999999992,,
U222,U222,-75.606415000000027,40.548002999999994,,
U22,S145,-75.48344400000002,40.626259000000005,,
U22,U22,-75.432509999999979,40.642979000000025,,
U22,U22,-75.48344400000002,40.626259000000005,,
U22,S145,-75.48344400000002,40.626259000000005,,
U22,S987,-75.432509999999979,40.642979000000025,,
S145,S145,-75.490494000000012,40.640732000000014,,
S145,U22,-75.48344400000002,40.626259000000005,,
S145,S145,-75.48344400000002,40.626259000000005,,
I78,S309,-75.55216200000001,40.578986999999984,,
I78,I78,-75.55216200000001,40.578986999999984,,
I78,I78,-75.556351,40.579563000000007,,
S309,I78,-75.55216200000001,40.578986999999984,,
I78,I78,-75.549041999999986,40.576729,,
S222,S222,-75.535347,40.574158000000011,,
S222,S222,-75.525574,40.578148,,
S222,S222,-75.525574,40.578148,,
I78,I78,-75.545593,40.574612,,
S222,I78,-75.540031,40.572243000000014,,
S222,U222,-75.540031,40.572243000000014,,
S222,I78,-75.540031,40.572243000000014,,
I78,U222,-75.540031,40.572243000000014,,
I78,I78,-75.540031,40.572243000000014,,
I78,I78,-75.534668000000011,40.570011000000022,,
U222,I78,-75.540031,40.572243000000014,,
W MOUNTAIN VIEW DR,S145,-75.594223,40.757251999999994,,
W MOUNTAIN VIEW DR,MAIN ST,-75.594223,40.757251999999994,,
W MOUNTAIN VIEW DR,S248,-75.573959,40.769118999999989,,
W MOUNTAIN VIEW DR,S145,-75.594223,40.757251999999994,,
S145,MAIN ST,-75.594223,40.757251999999994,,
S145,S248,-75.603989000000013,40.78194000000002,,
S145,S873,-75.603989000000013,40.78194000000002,,
S145,S145,-75.594223,40.757251999999994,,
S33,S512,-75.299301000000014,40.833381999999972,,
S33,S33,-75.299301000000014,40.833381999999972,,
S33,S191,-75.269020000000012,40.75528300000002,,
S33,S33,-75.269020000000012,40.75528300000002,,
S33,S512,-75.299301000000014,40.833381999999972,,
S33,S191,-75.269020000000012,40.75528300000002,,
S2025,S2025,-75.262489000000016,40.755248999999992,,
S2025,8TH ST,-75.262489000000016,40.755248999999992,,
S2025,S191,-75.266006,40.757130000000018,,
S2025,S191,-75.266006,40.757130000000018,,
MAIN ST,MAIN ST,-75.602754,40.753174,,
MAIN ST,MAIN ST,-75.603118999999992,40.753116999999975,,
MAIN ST,S145,-75.594223,40.757251999999994,,
S145,S329,-75.519500999999991,40.682682,,
S145,S145,-75.519500999999991,40.682682,,
U22,S512,-75.384437999999989,40.662552000000005,,
U22,U22,-75.343039999999974,40.678405999999995,,
U22,S191,-75.343039999999974,40.678405999999995,,
S512,S512,-75.38975499999998,40.681782,,
U22,U22,-75.415436,40.64868899999999,,
S1017,S1017,-75.534782,40.648613000000012,,
S1017,S1012,-75.534782,40.648613000000012,,
U22,S987,-75.432509999999979,40.642979000000025,,
S378,BROAD ST,-75.385276999999974,40.620387999999991,,
S378,UNION BLVD,-75.386237999999992,40.624911999999995,,
S378,UNION BLVD,-75.386237999999992,40.624911999999995,,
S378,CENTER ST,-75.385276999999974,40.620387999999991,,
BROAD ST,CENTER ST,-75.385276999999974,40.620387999999991,,
U22,S1017,-75.501884000000018,40.61856499999999,,
U22,S145,-75.48344400000002,40.626259000000005,,
S1017,S1017,-75.510010000000023,40.627808000000016,,
S33,S33,-75.288948,40.717021999999986,,
S33,S248,-75.288948,40.717021999999986,,
S33,S248,-75.288948,40.717021999999986,,
S33,S33,-75.289757000000009,40.697609,,
S329,S987,-75.418479999999988,40.703731000000005,,
S611,KNOX AV,-75.206543000000011,40.696068000000025,,
S611,S611,-75.206543000000011,40.696068000000025,,
S611,S611,-75.194771,40.715755,,
KNOX AV,KNOX AV,-75.209724,40.695736000000011,,
KNOX AV,KNOX AV,-75.209724,40.695736000000011,,
KNOX AV,S611,-75.206543000000011,40.696068000000025,,
KNOX AV,KNOX AV,-75.209724,40.695736000000011,,
KNOX AV,S2025,-75.218704,40.712787999999989,,
KNOX AV,KNOX AV,-75.209824000000026,40.69486999999998,,
S611,U22,-75.206277,40.694621999999981,,
S611,S611,-75.206277,40.694621999999981,,
S611,U22,-75.206277,40.694621999999981,,
U22,KNOX AV,-75.20980800000001,40.694561000000022,,
U22,S611,-75.206277,40.694621999999981,,
U22,U22,-75.206277,40.694621999999981,,
S611,U22,-75.206277,40.694621999999981,,
S611,S611,-75.206253,40.694304999999986,,
PARK AVE,TATAMY RD,-75.251990999999975,40.709074999999984,,
I476,I476,-75.501647999999989,40.50534399999998,,
CENTER ST,CENTER ST,-75.375388999999984,40.625038000000018,,
CENTER ST,CENTER ST,-75.37545,40.630623000000014,,
S100,S309,-75.694969000000015,40.68110999999999,,
U22,S309,-75.560325999999975,40.600118000000009,,
U22,CEDAR CREST BLVD,-75.532103,40.609703000000025,,
S309,S309,-75.571518000000026,40.612308999999982,,
TILGHMAN ST,CEDAR CREST BLVD,-75.528373999999985,40.597579999999994,,
TILGHMAN ST,S145,-75.47676100000001,40.611958000000016,,
TILGHMAN ST,CEDAR CREST BLVD,-75.528373999999985,40.597579999999994,,
CEDAR CREST BLVD,CEDAR CREST BLVD,-75.528373999999985,40.597579999999994,,
I78,I78,-75.62960099999998,40.57904400000001,,
S100,I78,-75.624801999999988,40.579890999999975,,
S100,S100,-75.624801999999988,40.579890999999975,,
S100,I78,-75.624801999999988,40.579890999999975,,
I78,S100,-75.624801999999988,40.579890999999975,,
I78,I78,-75.624801999999988,40.579890999999975,,
I78,I78,-75.619484,40.580887000000018,,
S100,I78,-75.624801999999988,40.579890999999975,,
S512,S33,-75.299301000000014,40.833381999999972,,
S512,S512,-75.299301000000014,40.833381999999972,,
S33,S512,-75.299301000000014,40.833381999999972,,
S248,S873,-75.603989000000013,40.78194000000002,,
S873,S873,-75.606812999999988,40.783321,,
S873,S873,-75.607079,40.783034999999984,,
S611,S512,-75.094017000000008,40.91951,,
S611,S512,-75.094017000000008,40.91951,,
S512,S512,-75.094017000000008,40.91951,,
MAIN ST,S873,-75.606612999999982,40.752579000000026,,
S191,S33,-75.269020000000012,40.75528300000002,,
S191,S191,-75.292037999999991,40.750492000000008,,
S191,S191,-75.269020000000012,40.75528300000002,,
S1002,S2025,-75.24308000000002,40.745208999999988,,
S1002,S1002,-75.24308000000002,40.745208999999988,,
S1002,S611,-75.186859000000027,40.78384,,
S1002,S2025,-75.24308000000002,40.745208999999988,,
S2025,S1002,-75.24308000000002,40.745208999999988,,
S2025,8TH ST,-75.262489000000016,40.755248999999992,,
S2025,S2025,-75.24308000000002,40.745208999999988,,
S1002,8TH ST,-75.259987000000024,40.740814,,
S1002,TATAMY RD,-75.259987000000024,40.740814,,
S1002,S2025,-75.24308000000002,40.745208999999988,,
S1002,TATAMY RD,-75.259987000000024,40.740814,,
8TH ST,TATAMY RD,-75.259987000000024,40.740814,,
8TH ST,TATAMY RD,-75.259987000000024,40.740814,,
TATAMY RD,S33,-75.267517,40.73962,,
TATAMY RD,TATAMY RD,-75.267517,40.73962,,
TATAMY RD,S33,-75.267517,40.73962,,
TATAMY RD,TATAMY RD,-75.259987000000024,40.740814,,
S33,TATAMY RD,-75.267517,40.73962,,
S33,S33,-75.267517,40.73962,,
S33,S191,-75.269020000000012,40.75528300000002,,
S191,TATAMY RD,-75.309929000000011,40.739232000000015,,
S191,S191,-75.309929000000011,40.739232000000015,,
TATAMY RD,TATAMY RD,-75.293029999999987,40.737297000000012,,
TATAMY RD,S191,-75.309929000000011,40.739232000000015,,
TATAMY RD,S33,-75.267517,40.73962,,
S191,S191,-75.309998000000007,40.732829999999979,,
S191,S248,-75.309998000000007,40.732829999999979,,
S191,S248,-75.313217000000009,40.732516999999973,,
S191,S248,-75.309998000000007,40.732829999999979,,
S191,S191,-75.313217000000009,40.732516999999973,,
S248,S248,-75.341042000000016,40.734329,,
S248,S191,-75.313217000000009,40.732516999999973,,
S248,S248,-75.304954000000009,40.730278,,
S248,S512,-75.393303,40.727161000000024,,
S248,S248,-75.393303,40.727161000000024,,
S248,S512,-75.393303,40.727161000000024,,
S512,S248,-75.393303,40.727161000000024,,
S512,S512,-75.393303,40.727161000000024,,
S248,S248,-75.396079999999984,40.726729999999975,,
S248,S512,-75.393303,40.727161000000024,,
S145,S145,-75.541383,40.733696000000009,,
S248,S248,-75.289711000000011,40.717826,,
I476,S873,-75.624519000000021,40.717331,,
I476,S873,-75.624519000000021,40.717331,,
S33,S248,-75.288948,40.717021999999986,,
S33,S248,-75.288948,40.717021999999986,,
S248,S248,-75.288948,40.717021999999986,,
S191,S191,-75.328467999999987,40.706489999999974,,
S145,S145,-75.54102,40.733699,,
S145,S145,-75.520187000000021,40.683595000000025,,
S33,U22,-75.289078000000018,40.683097999999973,,
S33,U22,-75.289078000000018,40.683097999999973,,
U22,S248,-75.252159,40.686615000000018,,
U22,U22,-75.289078000000018,40.683097999999973,,
S329,S145,-75.519500999999991,40.682682,,
S329,S329,-75.571563000000026,40.678634999999986,,
U22,S191,-75.343039999999974,40.678405999999995,,
S378,S378,-75.384773,40.614727000000016,,
S378,RIVER ST,-75.384682,40.614203999999972,,
RIVER ST,RIVER ST,-75.388931000000014,40.613676,,
RIVER ST,RIVER ST,-75.38928199999998,40.613631999999996,,
S145,6TH ST,-75.47715,40.612968000000023,,
UNION BLVD,6TH ST,-75.474754000000019,40.612366000000009,,
UNION BLVD,UNION BLVD,-75.443573000000015,40.624123,,
EMAUS AV,EMAUS AV,-75.390245999999991,40.605392999999992,,
EMAUS AV,EMAUS AV,-75.390694,40.604945999999984,,
S145,S145,-75.47287799999998,40.603873000000021,,
HAMILTON ST,S145,-75.472122000000013,40.602139000000022,,
HAMILTON ST,HAMILTON ST,-75.470047000000022,40.602717999999982,,
HAMILTON ST,WALNUT ST,-75.470047000000022,40.602717999999982,,
HAMILTON ST,S145,-75.472122000000013,40.602139000000022,,
S145,S145,-75.471878,40.601330000000019,,
S145,WALNUT ST,-75.471878,40.601330000000019,,
S145,S145,-75.472122000000013,40.602139000000022,,
S222,CEDAR CREST BLVD,-75.522697999999991,40.582348000000025,,
S222,S222,-75.515938,40.585842000000014,,
S222,CEDAR CREST BLVD,-75.522697999999991,40.582348000000025,,
S222,S222,-75.522697999999991,40.582348000000025,,
CEDAR CREST BLVD,CEDAR CREST BLVD,-75.522697999999991,40.582348000000025,,
CEDAR CREST BLVD,S222,-75.522697999999991,40.582348000000025,,
S222,CEDAR CREST BLVD,-75.521767000000011,40.579860999999994,,
S222,S222,-75.521767000000011,40.579860999999994,,
S222,CEDAR CREST BLVD,-75.521767000000011,40.579860999999994,,
CEDAR CREST BLVD,S222,-75.521767000000011,40.579860999999994,,
CEDAR CREST BLVD,S222,-75.522697999999991,40.582348000000025,,
CEDAR CREST BLVD,CEDAR CREST BLVD,-75.521767000000011,40.579860999999994,,
S222,S222,-75.525574,40.578148,,
S222,CEDAR CREST BLVD,-75.521767000000011,40.579860999999994,,
EMAUS AV,S145,-75.454636,40.577827000000013,,
EMAUS AV,EMAUS AV,-75.454636,40.577827000000013,,
EMAUS AV,S145,-75.454636,40.577827000000013,,
S145,EMAUS AV,-75.454636,40.577827000000013,,
S145,S145,-75.454636,40.577827000000013,,
S145,WALNUT ST,-75.471878,40.601330000000019,,
I78,I78,-75.391922000000022,40.573249999999973,,
I78,I78,-75.391683,40.57343400000002,,
S412,S412,-75.34053,40.558406999999988,,
S987,S987,-75.426155,40.662552000000005,,
UNION BLVD,UNION BLVD,-75.386237999999992,40.624911999999995,,
S1017,S1017,-75.513181999999972,40.640307000000007,,
S1017,S1012,-75.534782,40.648613000000012,,
S1012,S1012,-75.526523,40.650059999999996,,
S248,S248,-75.247805000000028,40.688371000000018,,
HAMILTON ST,WALNUT ST,-75.470047000000022,40.602717999999982,,
HAMILTON ST,HANOVER AV,-75.449889999999982,40.608353000000022,,
UNION BLVD,HANOVER AV,-75.417953000000011,40.626282,,
UNION BLVD,UNION BLVD,-75.417953000000011,40.626282,,
CEDAR CREST BLVD,CEDAR CREST BLVD,-75.51963,40.570618000000024,,
S29,S29,-75.518378999999982,40.564594,,
I78,I78,-75.52323899999999,40.568306000000007,,
CEDAR CREST BLVD,I78,-75.519218000000023,40.567702999999995,,
CEDAR CREST BLVD,S29,-75.519218000000023,40.567702999999995,,
CEDAR CREST BLVD,I78,-75.519218000000023,40.567702999999995,,
I78,S29,-75.519218000000023,40.567702999999995,,
I78,I78,-75.519218000000023,40.567702999999995,,
I78,I78,-75.514419999999973,40.567229999999995,,
S29,I78,-75.519218000000023,40.567702999999995,,
EMAUS AV,EMAUS AV,-75.474594000000025,40.565997999999979,,
EMAUS AV,S145,-75.454636,40.577827000000013,,
EMAUS AV,EMAUS AV,-75.477722000000028,40.561019999999985,,
I78,I78,-75.480019000000027,40.563824000000011,,
EMAUS AV,I78,-75.476256999999976,40.563453999999979,,
EMAUS AV,EMAUS AV,-75.476256999999976,40.563453999999979,,
EMAUS AV,I78,-75.476256999999976,40.563453999999979,,
I78,EMAUS AV,-75.476256999999976,40.563453999999979,,
I78,I78,-75.476256999999976,40.563453999999979,,
I78,I78,-75.47242,40.563071999999977,,
EMAUS AV,I78,-75.476256999999976,40.563453999999979,,
S248,S611,-75.206032,40.691359999999975,,
I78,I78,-75.182198000000028,40.676754000000017,,
I78,S611,-75.182198000000028,40.676754000000017,,
I78,S611,-75.182198000000028,40.676754000000017,,
6TH ST,6TH ST,-75.475394999999992,40.613769999999988,,
CENTER ST,CENTER ST,-75.384350999999981,40.620424000000014,,
CENTER ST,CENTER ST,-75.374938999999983,40.620804000000021,,
S378,S378,-75.391111000000024,40.573056000000008,,
I78,I78,-75.336570999999992,40.596424000000013,,
S412,S412,-75.34053,40.594109,,
I78,I78,-75.344924999999989,40.597214000000008,,
I78,I78,-75.390488,40.57468,,
S412,I78,-75.340889,40.596878000000004,,
S412,S412,-75.340889,40.596878000000004,,
S412,I78,-75.340889,40.596878000000004,,
S412,S412,-75.341179000000011,40.59987000000001,,
