Road,Order,long,lat
WILLIAM PENN HWY,26,-75.261237999999992,40.676937000000009
WILLIAM PENN HWY,27,-75.260445,40.677612000000011
WILLIAM PENN HWY,28,-75.260307000000012,40.677719000000025
WILLIAM PENN HWY,29,-75.259651000000019,40.678248999999994
WILLIAM PENN HWY,30,-75.258934000000011,40.678871000000015
WILLIAM PENN HWY,31,-75.258223999999984,40.679276000000016
WILLIAM PENN HWY,32,-75.257415999999978,40.679844
WILLIAM PENN HWY,33,-75.256570000000011,40.680271000000005
WILLIAM PENN HWY,34,-75.25505099999998,40.680884999999989
WILLIAM PENN HWY,35,-75.253112999999985,40.681263
WILLIAM PENN HWY,36,-75.251213,40.681452999999976
WILLIAM PENN HWY,37,-75.248610999999983,40.681830999999988
S987,1,-75.42506800000001,40.663902000000007
S987,2,-75.42530099999999,40.663670000000025
S987,1,-75.415009,40.695629
S987,2,-75.414780000000007,40.695127000000014
S987,3,-75.414405999999985,40.694542000000013
S987,4,-75.41404,40.693961
S987,5,-75.413827000000026,40.693535
S987,6,-75.413504999999986,40.693218
S987,7,-75.413292000000013,40.692581000000018
S987,8,-75.412926000000027,40.692054999999982
S987,9,-75.412765999999976,40.69162799999998
S987,10,-75.412604999999985,40.691204000000027
S987,11,-75.412659000000019,40.690993999999989
S987,12,-75.412659000000019,40.690781000000015
S987,13,-75.412659000000019,40.690304000000026
S987,14,-75.412819000000013,40.689565000000016
S987,15,-75.413032999999984,40.689086999999972
S987,16,-75.413238999999976,40.688503000000026
S987,17,-75.413399000000027,40.688025999999979
S987,18,-75.413872000000026,40.687189999999987
S987,19,-75.414108,40.686519999999973
S987,20,-75.415580999999975,40.682998999999995
S987,21,-75.416480999999976,40.680759000000023
S987,22,-75.416603000000009,40.680691000000024
S987,23,-75.416603000000009,40.680499999999995
S987,24,-75.417503000000011,40.678379000000007
S987,25,-75.417892,40.677232000000004
S987,26,-75.418488000000025,40.675929999999994
S987,27,-75.418639999999982,40.675630000000012
S987,28,-75.418671000000018,40.675258999999983
S987,29,-75.418763000000013,40.675220000000024
S987,30,-75.421516,40.667849999999987
S987,31,-75.421852,40.667191
S987,32,-75.422821,40.666084000000012
S987,33,-75.424165000000016,40.664799000000016
S987,34,-75.424837000000025,40.664131
S987,35,-75.42506800000001,40.663902000000007
S100,1,-75.606415000000027,40.548002999999994
S100,2,-75.607254000000012,40.550658999999996
S100,3,-75.607305,40.550902000000008
S100,4,-75.607341000000019,40.551067999999987
S100,5,-75.607498000000021,40.551805
S100,6,-75.607648999999981,40.552697000000023
S100,7,-75.607681000000014,40.552890999999988
S100,8,-75.60822300000001,40.556625
S100,9,-75.609489,40.559097000000008
S100,10,-75.610634,40.561088999999981
S100,11,-75.612197999999978,40.563259000000016
S100,12,-75.61443300000002,40.566574
S100,13,-75.616661000000022,40.570011000000022
S100,14,-75.618469,40.57266199999998
S100,1,-75.626183000000026,40.583275000000015
S100,2,-75.626251000000025,40.583435000000009
S100,3,-75.626700000000028,40.584534000000019
S100,4,-75.627120999999988,40.585563999999977
S100,5,-75.628516999999988,40.588272000000018
S100,6,-75.631156999999973,40.593266000000028
S100,7,-75.631366000000014,40.593816000000004
S100,8,-75.631790000000024,40.594934000000023
S100,9,-75.632156000000009,40.595759999999984
S100,10,-75.632323999999983,40.595997000000011
S100,11,-75.632506999999976,40.596431999999993
S100,12,-75.632584000000008,40.596920000000011
S100,13,-75.632767,40.597797000000014
S100,14,-75.632812,40.598052999999993
S100,15,-75.632919000000015,40.598423000000025
S100,16,-75.633017999999993,40.598969000000011
S100,17,-75.633057000000008,40.599281000000019
S100,18,-75.633429999999976,40.60018500000001
S100,19,-75.633452999999975,40.600235
S100,20,-75.633934000000011,40.600871999999981
S100,1,-75.618469,40.57266199999998
S100,2,-75.619858000000022,40.574412999999993
S100,3,-75.621245999999985,40.575919999999996
S100,4,-75.621940999999993,40.576411000000007
S512,1,-75.178513000000009,40.879512999999974
S512,2,-75.178481999999974,40.879520000000014
S512,3,-75.177818,40.880019000000004
S512,4,-75.177385000000015,40.880400000000009
S512,5,-75.176643000000013,40.881050000000016
S512,6,-75.175886999999989,40.881648999999982
S512,7,-75.174109999999985,40.882648000000017
S512,8,-75.172599999999989,40.883320000000026
S512,9,-75.171944,40.883549000000016
S512,10,-75.168860999999993,40.883849999999995
S512,11,-75.166747999999984,40.884170999999981
S512,12,-75.165641999999991,40.884528999999986
S512,13,-75.164284000000009,40.884972000000005
S512,14,-75.163260999999977,40.885239000000013
S512,15,-75.162719999999979,40.88534199999998
S512,16,-75.161781000000019,40.885608999999988
S512,17,-75.160087999999973,40.88597900000002
S512,18,-75.159462000000019,40.886181000000022
S512,19,-75.157623,40.886687999999992
S512,20,-75.155273000000022,40.887508000000025
S512,21,-75.153641,40.888198999999986
S512,22,-75.153396999999984,40.888340000000028
S512,23,-75.152923999999985,40.888629999999978
S512,24,-75.151862999999992,40.889480999999989
S512,25,-75.151588,40.889800999999977
S512,26,-75.150749000000019,40.890442000000007
S512,27,-75.150451999999973,40.890719999999988
S512,28,-75.149749999999983,40.891398999999979
S512,29,-75.148911,40.892109000000005
S512,30,-75.147635999999977,40.893140000000017
S512,31,-75.147162999999978,40.893373
S512,32,-75.145782,40.894081000000028
S512,33,-75.143966999999975,40.894580000000019
S512,34,-75.14061700000002,40.895160999999973
S512,35,-75.137093,40.89587
S512,36,-75.136880000000019,40.89587
S512,37,-75.136756999999989,40.895962
S512,38,-75.135910000000024,40.896141
S512,39,-75.131752,40.897148000000016
S512,40,-75.131721000000027,40.897200999999995
S512,41,-75.130760000000009,40.89725900000002
S512,42,-75.130608,40.897380999999996
S512,43,-75.125214000000028,40.898590000000013
S512,44,-75.125,40.898571000000004
S512,45,-75.124732999999992,40.898609000000022
S512,46,-75.124396999999988,40.898609000000022
S512,47,-75.122139,40.898449000000028
S512,48,-75.119178999999974,40.897880999999984
S512,49,-75.118263000000013,40.897221
S378,1,-75.386237999999992,40.624911999999995
S378,2,-75.387329000000022,40.62616300000002
S378,3,-75.388802,40.627059999999972
S378,4,-75.389832000000013,40.627639999999985
S378,5,-75.391303999999991,40.628089999999986
S378,6,-75.393805999999984,40.628281000000015
S378,7,-75.396506999999986,40.628089999999986
S378,8,-75.398490999999979,40.627639999999985
S378,9,-75.399780000000021,40.626934000000006
S378,10,-75.402022999999986,40.626353999999992
S378,11,-75.403243999999972,40.626353999999992
S378,12,-75.404274999999984,40.626674999999977
S378,13,-75.406067000000007,40.627253999999994
S378,14,-75.406836,40.627831000000015
S378,15,-75.407607999999982,40.628731000000016
S378,16,-75.40825000000001,40.629887
S378,17,-75.408638,40.631234000000006
S378,18,-75.408888999999988,40.631938999999988
S378,19,-75.409019,40.63348000000002
S378,20,-75.409408999999982,40.638740999999982
S378,21,-75.409789999999987,40.64034700000002
S378,22,-75.410751,40.642272999999989
S378,23,-75.411781000000019,40.643684000000007
S378,24,-75.415436,40.64868899999999
S987,1,-75.443573000000015,40.624123
S987,2,-75.44342,40.625134
S987,3,-75.443268999999987,40.626144000000011
S987,4,-75.442954999999984,40.627308000000028
S987,5,-75.442719000000011,40.628242
S987,6,-75.442268000000013,40.629852000000028
S987,7,-75.441238,40.632548999999983
S987,8,-75.440529000000026,40.633445999999992
S987,9,-75.440018000000009,40.634090000000015
S987,10,-75.439056,40.634730999999988
S987,11,-75.437705,40.63556699999998
S987,12,-75.436554,40.636593000000005
S987,13,-75.435843999999975,40.637362999999993
S987,14,-75.433983000000012,40.64057200000002
S987,15,-75.432509999999979,40.642979000000025
S378,1,-75.393714999999986,40.528933999999992
S378,2,-75.396248000000014,40.53676999999999
S378,3,-75.396385000000009,40.537949000000026
S378,4,-75.396431,40.539444
S378,5,-75.396338000000014,40.54048499999999
S378,6,-75.396248000000014,40.541485000000023
S378,7,-75.395798000000013,40.544200999999987
S378,8,-75.39452399999999,40.550816
S378,9,-75.393828999999982,40.555206
S378,10,-75.393136000000027,40.558673999999996
S378,11,-75.392495,40.563155999999992
S378,12,-75.391486999999984,40.571793000000014
S378,13,-75.391212,40.572772999999984
S309,1,-75.393714999999986,40.528933999999992
S309,2,-75.394843999999978,40.529384999999991
S309,3,-75.395889000000011,40.529704999999979
S309,4,-75.39683500000001,40.529929999999979
S309,5,-75.398513999999977,40.530562999999972
S309,6,-75.400597,40.53124200000002
S309,7,-75.402046999999982,40.531925
S309,8,-75.403358000000026,40.532421
S309,9,-75.403999,40.532692
S309,10,-75.404991,40.53309999999999
S309,11,-75.405898999999977,40.533824999999979
S309,12,-75.408751999999993,40.536045
S309,13,-75.409211000000028,40.536452999999995
S309,14,-75.410155999999972,40.537044999999978
S309,15,-75.412238,40.53881100000001
S309,16,-75.41269699999998,40.538990000000013
S309,17,-75.413872000000026,40.540034999999989
S309,18,-75.415504,40.541301999999973
S309,19,-75.418175000000019,40.543385
S309,20,-75.420807000000025,40.545517000000018
S309,21,-75.422523000000012,40.546875
S309,22,-75.423003999999992,40.547236999999996
EMAUS AV,1,-75.508141000000023,40.528275000000008
EMAUS AV,2,-75.499336000000028,40.531960000000026
EMAUS AV,3,-75.494330999999988,40.534237000000019
EMAUS AV,4,-75.491531000000009,40.535091000000023
EMAUS AV,5,-75.490288000000021,40.536102000000028
EMAUS AV,6,-75.48850299999998,40.537811999999974
EMAUS AV,7,-75.487334999999973,40.539832999999987
EMAUS AV,8,-75.486558,40.541618000000028
EMAUS AV,9,-75.486404,40.542472999999973
EMAUS AV,10,-75.48803700000002,40.545196999999973
EMAUS AV,11,-75.489822,40.547527
S100,1,-75.543518,40.50946399999998
S100,2,-75.546721999999988,40.511120000000005
S100,3,-75.55304000000001,40.514286000000027
S100,4,-75.556380999999988,40.515911000000017
S100,5,-75.558510000000012,40.517128000000014
S100,6,-75.561581999999987,40.518150999999989
S100,7,-75.562164,40.518345000000011
S100,8,-75.564193999999986,40.518851999999981
S100,9,-75.568046999999979,40.519256999999982
S100,10,-75.574531999999977,40.520573000000013
S100,11,-75.584975999999983,40.523819
S100,12,-75.588326,40.524834
S100,13,-75.593086000000028,40.527367000000027
S100,14,-75.59856400000001,40.52990299999999
S100,15,-75.600287999999978,40.530711999999994
S100,16,-75.601647000000014,40.531425000000013
S100,17,-75.601759000000015,40.531512000000021
S100,18,-75.602195999999992,40.531849000000022
S100,19,-75.60251599999998,40.532436000000018
S100,20,-75.602675999999974,40.533718000000022
S100,21,-75.602623,40.535072000000014
S100,22,-75.602417,40.538319
S100,23,-75.603126999999972,40.540851999999973
S100,24,-75.60424,40.543083000000024
S100,25,-75.60611,40.547226000000023
S100,26,-75.606415000000027,40.548002999999994
S100,1,-75.541924,40.508647999999994
S100,2,-75.541962000000012,40.508663000000013
S100,3,-75.543518,40.50946399999998
S309,1,-75.387115,40.502564000000007
S309,2,-75.387352000000021,40.50318900000002
S309,3,-75.387352000000021,40.504729999999995
S309,4,-75.387260000000026,40.50482199999999
S309,5,-75.387229999999988,40.505280000000027
S309,6,-75.387138,40.505531000000019
S309,7,-75.386993000000018,40.506439
S309,8,-75.386841,40.506808999999976
S309,9,-75.386420999999984,40.508429999999976
S309,10,-75.386360000000025,40.508961
S309,11,-75.386237999999992,40.509440999999981
S309,12,-75.385941,40.510559
S309,13,-75.385696,40.511662
S309,14,-75.385399,40.512989000000005
S309,15,-75.385368000000028,40.51400000000001
S309,16,-75.385460000000023,40.514770999999996
S309,17,-75.385551000000021,40.514998999999989
S309,18,-75.385643000000016,40.515869000000009
S309,19,-75.385849000000007,40.516720000000021
S309,20,-75.386147,40.517840999999976
S309,21,-75.386269000000027,40.518230000000017
S309,22,-75.386329999999987,40.518620999999996
S309,23,-75.386543000000017,40.519191999999975
S309,24,-75.386574,40.519439999999975
S309,25,-75.386658000000011,40.519530999999972
S309,26,-75.386779999999987,40.520148000000006
S309,27,-75.386841,40.520198999999991
S309,28,-75.38719900000001,40.521229000000005
S309,29,-75.387411999999983,40.521480999999994
S309,30,-75.387650000000008,40.522159999999985
S309,31,-75.387947,40.522671
S309,32,-75.388367000000017,40.523078999999996
S309,33,-75.388488999999993,40.52323899999999
S309,34,-75.388847,40.523898999999972
S309,35,-75.389213999999981,40.524288000000013
S309,36,-75.389213999999981,40.524380000000008
S309,37,-75.389839,40.525280000000009
S309,38,-75.38993099999999,40.525299000000018
S309,39,-75.390136999999982,40.52562
S309,40,-75.390648,40.526099999999985
S309,41,-75.390732000000014,40.526196000000027
S248,1,-75.608258999999975,40.787461000000008
S248,2,-75.608220000000017,40.787410000000023
S248,3,-75.608214999999973,40.787402999999983
S412,1,-75.314990000000023,40.548925999999994
S412,2,-75.315125000000023,40.548985000000016
S512,1,-75.265815999999973,40.864496999999972
S512,2,-75.265785,40.864516999999978
S512,3,-75.265174,40.864971000000025
S512,4,-75.265136999999982,40.865002000000004
S512,5,-75.264571999999987,40.865318
S512,6,-75.264029999999991,40.865680999999995
S512,7,-75.263152999999988,40.866267999999991
S512,8,-75.26297,40.866340999999977
S512,9,-75.262398000000019,40.866661000000022
S512,10,-75.261368,40.867001000000016
S512,11,-75.259887999999989,40.867458
S512,12,-75.258628999999985,40.867801999999983
S512,13,-75.257874000000015,40.868030999999974
S512,14,-75.257750999999985,40.868030999999974
S512,15,-75.257446000000016,40.86814099999998
S512,16,-75.256912,40.868300999999974
S512,17,-75.256179999999972,40.868420000000015
S512,18,-75.255340999999987,40.868690000000015
S512,19,-75.255219000000011,40.868690000000015
S512,20,-75.253952000000027,40.869011
S512,21,-75.252868999999976,40.86926
S512,22,-75.251961,40.869492999999977
S512,23,-75.25157200000001,40.86953
S512,24,-75.250938000000019,40.870720000000006
S512,25,-75.250663999999972,40.870910999999978
S512,26,-75.25,40.871231000000023
S512,27,-75.24955,40.871360999999979
S512,28,-75.249191,40.871448999999984
S512,29,-75.24894,40.871448999999984
S512,30,-75.248519999999985,40.871590000000026
S512,31,-75.247802999999976,40.871479000000022
S512,32,-75.247413999999992,40.871340999999973
S512,33,-75.246017,40.870730999999978
S512,34,-75.245391999999981,40.87063999999998
S512,35,-75.244629999999972,40.87063999999998
S512,36,-75.242309999999975,40.871120000000019
S512,37,-75.240501,40.871898999999985
S512,38,-75.239693999999986,40.872329999999977
S512,39,-75.239418,40.872520000000009
S512,40,-75.238730999999973,40.872769000000005
S512,41,-75.238022,40.87286
S512,42,-75.237891999999988,40.872879000000012
S512,43,-75.236505000000022,40.872889999999984
S512,44,-75.235497000000009,40.872609000000011
S512,45,-75.233237999999972,40.871681000000024
S512,46,-75.232534999999984,40.871264
S512,47,-75.232254000000012,40.871098000000018
S512,48,-75.232231000000013,40.871082
S512,49,-75.23111,40.870231999999987
S512,50,-75.231087,40.870212999999978
S512,51,-75.230469000000028,40.869591000000014
S512,52,-75.230453000000011,40.869578999999987
S512,53,-75.22956099999999,40.868930999999975
S512,54,-75.229263,40.868820000000028
S512,55,-75.228561000000013,40.868449999999996
S512,56,-75.226357000000007,40.867771000000005
S512,57,-75.226151000000016,40.867771000000005
S512,58,-75.225822,40.867699000000016
S512,59,-75.223862,40.867801999999983
S512,60,-75.223345999999992,40.867972000000009
S512,61,-75.223165999999992,40.868030999999974
S512,62,-75.222925999999973,40.868051999999977
S512,63,-75.222443,40.86809199999999
S512,64,-75.221927999999991,40.868043
S512,65,-75.221092,40.867961999999977
S512,66,-75.219910000000027,40.86784
S512,67,-75.219428999999991,40.867850999999973
S512,68,-75.217948999999976,40.867729
S512,69,-75.216208999999992,40.867618999999991
S512,70,-75.214522999999986,40.867512999999974
S512,71,-75.214026999999987,40.867458
S512,72,-75.213074,40.867419999999981
S512,73,-75.211952,40.867298000000005
S512,74,-75.210990999999979,40.86721
S512,75,-75.210631999999976,40.86721
S512,76,-75.210357999999985,40.86716100000001
S512,77,-75.209541,40.867099999999994
S512,78,-75.209121999999979,40.867069000000015
S512,79,-75.208160000000021,40.867008
S512,80,-75.207428,40.866958000000011
S512,81,-75.20706899999999,40.86694
S512,82,-75.206383000000017,40.866919999999993
S512,83,-75.205101000000013,40.866900999999984
S873,1,-75.612555999999984,40.672501000000011
S873,2,-75.613456999999983,40.674220999999989
S873,3,-75.613670000000013,40.674679000000026
S873,4,-75.613762000000008,40.674751000000015
S873,5,-75.613791999999989,40.674930000000018
S873,6,-75.614029000000016,40.675430000000006
S873,7,-75.614059,40.675639999999987
S873,8,-75.614150999999993,40.675708999999983
S873,9,-75.614326,40.676392000000021
S873,10,-75.614059,40.678340999999989
S873,11,-75.614029000000016,40.678859999999986
S873,12,-75.613853,40.680350999999973
S873,13,-75.613609,40.682320000000004
S873,14,-75.613700999999992,40.682849999999974
S873,15,-75.613730999999973,40.683510000000012
S873,16,-75.613730999999973,40.684508999999991
S873,17,-75.612473000000023,40.685889999999972
S873,18,-75.611319999999978,40.687419999999975
S873,19,-75.610481,40.688380999999993
S873,20,-75.610092000000009,40.688838999999973
S873,21,-75.609909000000016,40.689091000000019
S873,22,-75.609642000000008,40.689751
S873,23,-75.609336999999982,40.690207999999984
S873,24,-75.609009000000015,40.69072
S873,25,-75.608803000000023,40.69099
S309,1,-75.612555999999984,40.672501000000011
S309,2,-75.613425,40.672821
S309,3,-75.614213,40.673140999999987
S309,4,-75.61559299999999,40.673531000000025
S309,5,-75.618117999999981,40.674060999999995
S309,6,-75.618958000000021,40.674308999999994
S309,7,-75.619109999999978,40.674308999999994
S309,8,-75.619262999999989,40.674399999999991
S309,9,-75.621390000000019,40.675228000000004
S309,10,-75.622237999999982,40.675750999999991
S309,11,-75.622749,40.676158999999984
S309,12,-75.623291,40.676739
S309,13,-75.624008,40.677380000000028
S309,14,-75.625,40.67786000000001
S309,15,-75.629332999999974,40.679371
S309,16,-75.629867999999988,40.679458000000011
S309,17,-75.630950999999982,40.679409000000021
S309,18,-75.634018000000026,40.678679999999986
S309,19,-75.634773,40.67831000000001
S309,20,-75.636032,40.677581999999973
S309,21,-75.636749000000009,40.677348999999992
S309,22,-75.637894000000017,40.677189
S309,23,-75.64057200000002,40.67664000000002
S309,24,-75.641168999999991,40.676624000000004
S309,25,-75.642014000000017,40.676601000000005
S309,26,-75.642997999999977,40.676619000000017
S309,27,-75.643837000000019,40.676781000000005
S309,28,-75.643897999999979,40.676849000000004
S309,29,-75.644539000000009,40.677029000000005
S309,30,-75.645469999999989,40.677421999999979
S309,31,-75.647117999999978,40.678291
S309,32,-75.647658999999976,40.678490000000011
S309,33,-75.649879,40.678908999999976
S309,34,-75.651001000000008,40.679358999999977
S309,35,-75.654387999999983,40.681171000000006
S309,36,-75.656501999999989,40.682522000000006
S309,37,-75.657065999999986,40.682770000000005
S309,38,-75.657547000000022,40.682861
S309,39,-75.66143,40.682720000000018
S309,40,-75.662360999999976,40.682838000000004
S309,41,-75.663048,40.683040000000005
S309,42,-75.664131,40.683589999999981
S309,43,-75.665459,40.684528
S309,44,-75.666359,40.684958999999992
S309,45,-75.667106999999987,40.685168999999973
S309,46,-75.667618,40.685219000000018
S309,47,-75.670357000000024,40.685081000000025
S309,48,-75.671317999999985,40.684990000000028
S309,49,-75.672546000000011,40.684939999999983
S309,50,-75.674927000000025,40.685210999999981
S309,51,-75.67855800000001,40.685760000000016
S309,52,-75.679070000000024,40.685760000000016
S309,53,-75.68013000000002,40.685760000000016
S309,54,-75.681778000000008,40.685440000000028
S309,55,-75.682891999999981,40.68540999999999
S309,56,-75.68402900000001,40.68540999999999
S309,57,-75.686318000000028,40.685500999999988
S309,58,-75.68734,40.685340999999994
S309,59,-75.688240000000008,40.685050999999987
S309,60,-75.689712999999983,40.684341000000018
S309,61,-75.691002000000026,40.683491000000004
S309,62,-75.692871000000025,40.682251000000008
S309,63,-75.694969000000015,40.68110999999999
S1017,1,-75.568969999999979,40.67210399999999
S1017,2,-75.568763999999987,40.674320000000023
S1017,3,-75.571563000000026,40.678634999999986
S33,1,-75.27642800000001,40.632995999999991
S33,2,-75.278647999999976,40.633632999999975
S33,3,-75.280159000000026,40.63464399999998
S33,4,-75.281898000000012,40.63673799999998
S33,5,-75.283630000000016,40.639480999999989
S33,6,-75.284476999999981,40.64094399999999
S33,7,-75.285216999999989,40.642223
S33,8,-75.286224,40.64474899999999
S33,9,-75.287529,40.648936999999989
S33,10,-75.288825999999972,40.653412
S33,11,-75.289978000000019,40.656227
S33,12,-75.291574000000026,40.658172999999977
S33,13,-75.292030000000011,40.660179000000028
S33,14,-75.293114,40.662724000000026
S33,15,-75.293343,40.66565700000001
S33,16,-75.293579000000022,40.666584
EASTON AV,1,-75.370445000000018,40.630493
EASTON AV,2,-75.369614000000013,40.631263999999987
EASTON AV,3,-75.369034,40.631778999999995
EASTON AV,4,-75.368332000000009,40.632483999999977
EASTON AV,5,-75.367561000000023,40.63325500000002
EASTON AV,6,-75.366531000000009,40.634150999999974
EASTON AV,7,-75.3657,40.634857000000011
EASTON AV,8,-75.364737999999988,40.635822000000019
EASTON AV,9,-75.363968,40.636528
EASTON AV,10,-75.363257999999973,40.637298999999985
EASTON AV,11,-75.362555999999984,40.637682999999981
EASTON AV,12,-75.361655999999982,40.638068999999973
EASTON AV,13,-75.360755999999981,40.638390000000015
EASTON AV,14,-75.360053999999991,40.638644
EASTON AV,15,-75.359215,40.638965999999982
EASTON AV,16,-75.358642999999972,40.63922500000001
EASTON AV,17,-75.352547000000015,40.641427000000022
EASTON AV,18,-75.345626999999979,40.644497
EASTON AV,19,-75.342116999999973,40.647021999999993
