ID,BridgeClass,Census Tract,Name,Owner,BridgeType,Width,NumSpans,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude
PA015079,HWB3 ,42077005200,T-787 W GRANT ST,Town Highway Agency,,6.5,1,7,9,,,1950,0,N000000000,,7,200,,,91.82,40.74397,-75.65569
PA015080,HWB3 ,42077005200,T-895 FURNACE RD,Town Highway Agency,,6,1,6,30,,,1921,0,N000000000,,3,50,,,74.16,40.74319,-75.68092
PA015082,HWB28,42077005200,T-851 COUNTY BR RD,County Highway Agency,,6.1,2,5,0,,,1888,0,N000000000,,6,50,,,118.49,40.73828,-75.6635
PA015083,HWB3 ,42077005200,T-859 FURNACE RD,Town Highway Agency,,6.8,1,8,0,,,1935,0,N000000000,,6,150,,,96.06,40.74167,-75.68
PA015084,HWB3 ,42077005200,T-859 FURNACE RD,County Highway Agency,,9.8,1,10,8,,,1978,0,N000000000,,3,100,,,173.05,40.73597,-75.67669
PA015085,HWB3 ,42077005200,T-902 OLD MILL RD,Town Highway Agency,,9.9,1,7,30,,,1914,0,N000000000,,3,2200,,,122.37,40.72506,-75.65078
PA015086,HWB3 ,42077005402,T-501,County Highway Agency,,13.2,1,10,15,,,1929,0,N000000000,,6,0,,,256.39,40.58,-75.72833
PA015087,HWB3 ,42077000500,GORDON STREET,City Highway Agency,,18.3,1,25,0,,,1889,0,N000000000,,6,8800,,,840.17,40.61,-75.465
PA015088,HWB3 ,42077009700,15TH STREET,City Highway Agency,,13.9,1,21,26,,,1955,0,H043400000,,N,20000,,,564.53,40.59167,-75.48333
PA015090,HWB10,42077009700,SOUTH TENTH STREET,City Highway Agency,,8.2,2,16,0,,,1932,0,N000000000,,8,1000,,,477.83,40.59667,-75.47667
PA015091,HWB28,42077002302,UNION STREET,City Highway Agency,,8.2,2,12,0,,,1933,0,N000000000,,6,500,,,361.99,40.59167,-75.49833
PA015092,HWB10,42077001401,SOUTH FIFTH STREET,City Highway Agency,,15.6,2,6,0,,,1913,0,N000000000,,3,100,,,330.56,40.58944,-75.46206
PA015093,HWB17,42077002302,OTT STREET,City Highway Agency,,14.8,2,13,30,,,1958,0,N000000000,,3,2000,,,731.75,40.59314,-75.51322
PA015094,HWB19,42077006703,M.L.KING JR. DRIVE,City Highway Agency,,15.4,2,15,30,,,1994,0,N000000000,,6,2100,,,870.19,40.58667,-75.49667
PA015096,HWB3 ,42077001401,OVERHILL ROAD,City Highway Agency,,9,1,26,0,,,1931,0,N000000000,,6,500,,,413.2,40.58794,-75.48789
PA015097,HWB28,42077001401,LEHIGH PARKWAY E,City Highway Agency,,7.3,3,10,0,,,1828,0,N000000000,,6,1000,,,309.37,40.58969,-75.48822
PA015098,HWB12,42077001401,PARK ENTRANCE,City Highway Agency,,6.4,3,7,0,,,1941,0,N000000000,,8,100,,,237.32,40.58167,-75.485
PA015099,HWB28,42077002302,READING RD,County Highway Agency,,7.3,2,4,16,,,1824,0,N000000000,,2,2500,,,128.9,40.59369,-75.49903
PA015100,HWB17,42077001200,HAMILTON STREET,County Highway Agency,,24.4,4,28,0,,,1973,0,60900000,,5,13600,,,"7,539.97",40.60419,-75.46481
PA015101,HWB17,42077001200,UNION STREET,County Highway Agency,,18.3,2,16,0,,,1954,0,N000000000,,3,10100,,,"1,034.05",40.60186,-75.46239
PA015102,HWB3 ,42077001401,AUBURN STREET,County Highway Agency,,11.6,1,19,0,,,1978,0,N000000000,,5,1200,,,389.18,40.59619,-75.46078
PA015103,HWB28,42077001200,LINDEN STREET,County Highway Agency,,15.8,7,10,0,,,1884,0,58600000,,6,8100,,,"2,343.57",40.605,-75.465
PA015104,HWB3 ,42077001402,PARK DR.(KLINE'S),County Highway Agency,,4.7,1,30,0,,,1902,0,N000000000,,4,100,,,328.44,40.57931,-75.49411
PA015105,HWB17,42077000500,HAMILTON STREET,County Highway Agency,,19.4,9,29,99,,,1959,0,H043400000,,8,24900,,,"6,200.43",40.60667,-75.455
PA015107,HWB17,42077001401,BASIN STREET,County Highway Agency,,18.6,3,21,18,,,1959,0,N000000000,,4,14700,,,"2,102.01",40.60036,-75.45831
PA015108,HWB15,42077000700,4TH STREET,County Highway Agency,,13.9,3,51,0,,,1959,0,H070100000,,6,3200,,,"3,313.52",40.61856,-75.47247
PA015110,HWB15,42077009700,15TH STREET,County Highway Agency,,14.1,5,27,26,,,1956,0,100500000,,6,20000,,,"3,037.53",40.59167,-75.48333
PA015111,HWB17,42077000600,HAMILTON STREET,County Highway Agency,,8.6,4,27,99,,,1959,0,H042400000,,N,15000,,,"1,078.20",40.6,-75.45667
PA015113,HWB19,42095010700,W.UNION BLVD.,City Highway Agency,,19.7,2,21,36,,,1997,0,N000000000,,6,21872,,,"1,565.38",40.63056,-75.38611
PA015114,HWB10,42095017703,SCHOENERSVILLE RD,City Highway Agency,,8.8,2,9,22,,,1927,0,N000000000,,6,2000,,,310.78,40.63333,-75.38833
PA015115,HWB3 ,42077009500,SOUTH MAIN STREET,City Highway Agency,,15.8,1,21,60,,,1966,0,N000000000,,3,500,,,641.69,40.61792,-75.38336
PA015116,HWB28,42077009500,MAIN ST RAMP,City Highway Agency,,18.9,5,39,0,,,1920,0,H076200000,,8,1000,,,"6,708.10",40.61861,-75.38361
PA015118,HWB3 ,42077009500,S MAIN ST,City Highway Agency,,9.9,1,18,0,,,1988,0,N000000000,,6,100,,,314.67,40.61667,-75.38333
PA015119,HWB28,42077006302,CHURCH ST T-490,City Highway Agency,,7.2,2,6,0,,,1988,0,N000000000,,6,100,,,152.57,40.51167,-75.59333
PA015120,HWB3 ,42077005901,WOOD STREET,City Highway Agency,,12.2,1,9,39,,,1950,0,N000000000,,3,500,,,193.88,40.65369,-75.46703
PA015121,HWB3 ,42077005901,CHURCH STREET,City Highway Agency,,13,1,10,0,,,1964,0,N000000000,,3,1000,,,229.55,40.65542,-75.46694
PA015122,HWB3 ,42077005901,WALNUT STREET,City Highway Agency,,18.2,1,10,41,,,1950,0,N000000000,,6,1000,,,385.65,40.655,-75.46667
PA015123,HWB28,42077005602,PINE STREET,County Highway Agency,,10.4,2,46,0,,,1953,0,H045700000,,6,6000,,,"6,537.70",40.65167,-75.47833
PA015125,HWB3 ,42077006902,FAIRMOUNT ST.,City Highway Agency,,9.7,1,7,0,,,1977,0,N000000000,,3,400,,,119.9,40.51583,-75.39103
PA015126,HWB28,42077005800,CHESTNUT STREET,County Highway Agency,,12.6,3,65,15,,,1930,0,H048700000,,2,2000,,,"7,631.43",40.67531,-75.49131
PA015128,HWB3 ,42077006500,SHIMERVILLE ROAD,City Highway Agency,,14.9,1,9,0,,,1987,0,N000000000,,6,2100,,,263.1,40.52167,-75.50833
PA015129,HWB10,42077005100,S.WALNUT STREET,County Highway Agency,,10.4,2,27,0,,,1925,0,H091400000,,6,3000,,,"1,689.52",40.75142,-75.60603
PA015131,HWB15,42077007000,T-383,State Toll Authority,,9.7,3,24,71,,,1955,0,H073300000,,N,200,,,822.16,40.46333,-75.44667
PA015133,HWB3 ,42077007000,PA TURNPIKE(I-476),State Toll Authority,,21,1,7,0,,,1955,0,H043900000,,N,32278,,,296.65,40.47167,-75.45333
PA015135,HWB15,42077007000,PA TURNPIKE(I-476),State Toll Authority,,19.4,3,13,22,,,1955,0,H052000000,,N,35285,,,"1,096.21",40.48,-75.46
PA015137,HWB3 ,42077006402,PA TURNPIKE(I-476),State Toll Authority,,20.7,1,11,36,,,1955,0,H043900000,,N,35285,,,438.62,40.495,-75.485
PA015139,HWB15,42077006402,"SR2027,LR39001",State Toll Authority,,10.9,3,27,60,,,1955,0,H065700000,,N,210,,,"1,020.10",40.49833,-75.495
PA015141,HWB3 ,42077006402,PA TURNPIKE(I-476),State Toll Authority,,19.5,1,9,0,,,1955,0,H043400000,,N,35285,,,378.76,40.505,-75.50167
PA015143,HWB3 ,42077006401,PA TURNPIKE(I-476),State Toll Authority,,20.7,1,7,14,,,1955,0,H042400000,,N,35285,,,292.42,40.51667,-75.50667
PA015145,HWB3 ,42077006500,PA TURNPIKE(I-476),State Toll Authority,,19.5,1,18,44,,,1955,0,H046200000,,N,35285,,,"1,446.19",40.52,-75.51
PA015147,HWB12,42077006500,PA TURNPIKE(I-476),State Toll Authority,,19.4,3,24,13,,,1955,0,72100000,,N,35285,,,"1,952.62",40.525,-75.51333
PA015148,HWB15,42077006500,PA TURNPIKE(I-476),State Toll Authority,,19.4,3,24,9,,,1954,0,H097500000,,N,35285,,,"1,952.62",40.525,-75.51333
PA015150,HWB15,42077006304,"SR2018,LR39026",State Toll Authority,,10.7,3,25,68,,,1955,0,H044700000,,N,2041,,,831.34,40.53167,-75.52
PA015152,HWB15,42077006304,PA TURNPIKE(I-476),State Toll Authority,,19.5,4,29,54,,,1955,0,N000000000,,6,35285,,,"3,581.04",40.535,-75.52333
PA015153,HWB3 ,42077006304,"SR2012,LR39023",State Toll Authority,,11.1,1,35,49,,,1955,0,H044700000,,N,9928,,,705.61,40.545,-75.53167
PA015155,HWB15,42077006304,T-471,State Toll Authority,,9.7,3,23,37,,,1955,0,H044700000,,N,200,,,873.54,40.555,-75.54
PA015157,HWB3 ,42077006304,"US222)SR0222,LR157",State Toll Authority,,21.3,1,22,4,,,1956,0,H044700000,,N,27714,,,902.68,40.56833,-75.55
PA015159,HWB12,42077006203,RPS TO SERVICE PL,State Toll Authority,,11.5,3,23,0,,,1956,0,H045900000,,N,21503,,,771.65,40.57833,-75.55667
PA015161,HWB15,42077006203,PA TURNPIKE(I-476),State Toll Authority,,22.6,3,13,37,,,1956,0,H056600000,,N,35285,,,"1,556.38",40.58,-75.55833
PA015163,HWB15,42077006101,"SR1002,LR443",State Toll Authority,,22.5,3,32,48,,,1955,0,H050500000,,N,19565,,,"2,622.21",40.59,-75.565
PA015165,HWB3 ,42077006101,RAMP AB,State Toll Authority,,11.5,1,30,0,,,1956,0,H048200000,,N,21503,,,629.51,40.59333,-75.56667
PA015167,HWB3 ,42077006002,PA TURNPIKE(I-476),State Toll Authority,,21.2,1,27,0,,,1955,0,H043100000,,N,25839,,,"1,085.61",40.59667,-75.56833
PA015169,HWB3 ,42077006101,PA TPKE. RAMP(476),State Toll Authority,,10.8,1,30,0,,,1956,0,H045200000,,N,10000,,,610.26,40.595,-75.57333
PA015171,HWB12,42077006002,PA TURNPIKE(I-476),State Toll Authority,,19.4,3,13,1,,,1956,0,H099300000,,N,25839,,,"1,370.26",40.59833,-75.57
PA015173,HWB3 ,42077006002,"LR 39088,SR 4001",State Toll Authority,,10.6,1,23,0,,,1955,0,H045900000,,N,1815,,,449.22,40.605,-75.575
PA015175,HWB3 ,42077006002,PA TURNPIKE(I-476),State Toll Authority,,21.3,1,27,34,,,1955,0,H043600000,,N,25839,,,"1,090.73",40.61333,-75.57667
PA015177,HWB12,42077006002,PA TURNPIKE(I-476),State Toll Authority,,19.5,3,11,11,,,1955,0,H070600000,,N,25839,,,"1,101.86",40.61833,-75.56833
PA015179,HWB12,42077006002,PA TURNPIKE(I-476),State Toll Authority,,19.5,3,27,0,,,1955,0,N000000000,,6,25839,,,"3,098.98",40.62167,-75.57667
PA015180,HWB3 ,42077006002,PA TURNPIKE(I-476),State Toll Authority,,20.7,1,10,34,,,1955,0,H044700000,,N,25839,,,438.62,40.625,-75.57833
PA015182,HWB12,42077006002,"SR4003,LR39042",State Toll Authority,,10.9,3,22,10,,,1955,0,H046200000,,N,2056,,,789.14,40.635,-75.58
PA015184,HWB3 ,42077005506,"SR 4006,LR 39041",State Toll Authority,,10.3,1,27,38,,,1955,0,H044700000,,N,2071,,,545.63,40.64667,-75.585
PA015186,HWB3 ,42077005506,PA TURNPIKE(I-476),State Toll Authority,,21,1,13,2,,,1955,0,H047400000,,N,25839,,,519.15,40.655,-75.59
PA015188,HWB12,42077005503,PA TURNPIKE(I-476),State Toll Authority,,19.5,3,14,19,,,1955,0,H096000000,,N,25839,,,"1,721.66",40.67,-75.59667
PA015190,HWB12,42077005503,PA TURNPIKE(I-476),State Toll Authority,,19.3,3,12,33,,,1955,0,H075600000,,N,25839,,,"1,226.88",40.68667,-75.60167
PA015192,HWB3 ,42077005503,PA TURNPIKE(I-476),State Toll Authority,,21.3,1,22,55,,,1955,0,H044700000,,N,25839,,,902.68,40.68667,-75.60167
PA015194,HWB3 ,42077005503,PA TURNPIKE(I-476),State Toll Authority,,21.3,1,9,33,,,1955,0,H052800000,,N,25839,,,376.12,40.69333,-75.60167
PA015196,HWB3 ,42077005200,PA TURNPIKE(I-476),State Toll Authority,,20.7,1,9,7,,,1955,0,H055100000,,N,25839,,,365.52,40.70333,-75.61
PA015198,HWB3 ,42077005200,"SR 873,LR 163",State Toll Authority,,13.4,1,29,38,,,1955,0,H059900000,,N,8287,,,709.85,40.71667,-75.625
PA015200,HWB3 ,42077005200,"SR 4020, LR 39116",State Toll Authority,,10.9,1,31,41,,,1956,0,H046700000,,N,1392,,,615.91,40.73,-75.62833
PA015202,HWB15,42077005200,PA TURNPIKE(I-476),State Toll Authority,,18.9,3,48,68,,,1956,0,H220900000,,6,25839,,,"4,739.05",40.745,-75.63167
PA015204,HWB3 ,42077005200,PA TURNPIKE(I-476),Other State Agencies,,20.7,1,9,7,,,1956,0,H054300000,,N,25839,,,365.52,40.755,-75.63833
PA015206,HWB3 ,42077005200,"LR 39119,SR 4024",State Toll Authority,,10.7,1,24,23,,,1956,0,H045900000,,N,2060,,,472.35,40.76667,-75.64667
PA018371,HWB3 ,42095017702,SR 22 (LR 772),State Highway Agency,,25.3,1,14,40,,,1954,0,H042100000,,N,74418,,,625.45,40.65667,-75.39833
PA018373,HWB3 ,42095017704,SR 22 (LR 772),State Highway Agency,,25.5,1,20,3,,,1954,0,H043400000,,N,69113,,,945.59,40.66333,-75.385
PA018375,HWB3 ,42095017605,US 22 (LR 772),State Highway Agency,,25.5,1,11,18,,,1954,0,H043400000,,N,65648,,,540.33,40.67167,-75.36667
PA018377,HWB3 ,42095017605,SR 22 (LR 772),State Highway Agency,,21.9,1,11,15,,,1954,0,H042100000,,N,65648,,,464.05,40.67833,-75.345
PA018379,HWB15,42095017605,SR 22 (LR 772),State Highway Agency,,19.4,3,19,48,,,1954,0,85300000,,N,65648,,,"1,781.34",40.67833,-75.34333
PA018380,HWB15,42095017605,SR 22 (LR 772),State Highway Agency,,19.4,5,27,39,,,1954,0,H057900000,,6,65648,,,"3,699.70",40.67833,-75.34333
PA018382,HWB3 ,42095017604,SR2027 HECKTOWN RD,State Highway Agency,,10.4,1,27,4,,,1954,0,H043100000,,N,320,,,514.2,40.68,-75.33
PA018384,HWB3 ,42095017605,SR2029FARMERSVILLE,State Highway Agency,,10.8,1,26,8,,,1954,0,H043400000,,N,320,,,553.05,40.68333,-75.30833
PA018386,HWB3 ,42095017605,SR2031COUNTRY CLUB,State Highway Agency,,10.4,1,26,7,,,1954,0,H043100000,,N,320,,,514.2,40.68333,-75.29333
PA018388,HWB3 ,42095017200,US 22(LR 773),State Highway Agency,,21.8,1,22,32,,,1954,0,H043100000,,N,45420,,,923.87,40.68667,-75.25167
PA018390,HWB3 ,42095017200,SR 22 (LR 773),State Highway Agency,,21.8,1,24,34,,,1954,0,H044700000,,N,45420,,,962.36,40.68667,-75.25167
PA018393,HWB15,42095017200,SR 22 (LR 773),State Highway Agency,,21.8,3,30,30,,,1954,0,H064000000,,N,46553,,,"2,925.58",40.695,-75.235
PA018395,HWB3 ,42095014200,SR 22 (LR 773),State Highway Agency,,26.1,1,18,28,,,1954,0,H045400000,,N,36936,,,829.57,40.695,-75.22833
PA018399,HWB12,42095014300,SR 22(LR 773),State Highway Agency,,21.8,5,37,4,,,1954,0,H042100000,,6,36936,,,"7,005.99",40.69686,-75.21481
PA018400,HWB15,42095014100,SR 22 (LR 773),State Highway Agency,,21.8,4,26,43,,,1954,0,H043400000,,6,36936,,,"2,925.58",40.69419,-75.21381
PA018402,HWB3 ,42095017605,SR 33(LR 1098NB),State Highway Agency,,17.2,1,42,4,,,1972,0,H043400000,,N,13809,,,"2,004.54",40.68333,-75.28833
PA018404,HWB3 ,42095017605,SR 33(LR 1098SB),State Highway Agency,,17.1,1,42,2,,,1972,0,H043600000,,N,14084,,,"1,992.88",40.68333,-75.28833
PA018406,HWB3 ,42095016902,SR 33NB(LR 1098),State Highway Agency,,21.1,1,40,17,,,1972,0,H044700000,,N,19011,,,"2,459.05",40.71833,-75.29
PA018408,HWB3 ,42095016902,SR 33 SB(LR 1098),State Highway Agency,,17.7,1,40,17,,,1972,0,H043900000,,N,11616,,,"2,031.55",40.71833,-75.29
PA018410,HWB17,42095017401,SR 33 NB(LR 1098),State Highway Agency,,13.4,3,15,20,,,1972,0,N000000000,,4,13298,,,993.79,40.72419,-75.27931
PA018411,HWB17,42095017401,SR 33 SB(LR 1098),State Highway Agency,,13.4,3,15,20,,,1972,0,N000000000,,4,11616,,,993.79,40.72461,-75.27956
PA018412,HWB3 ,42095017401,SR 33 NB(LR 1098),State Highway Agency,,13.4,1,33,37,,,1972,0,H047200000,,N,13298,,,"1,372.38",40.72667,-75.27667
PA018414,HWB3 ,42095017401,SR 33 SB(LR1098),State Highway Agency,,13.4,1,33,37,,,1972,0,H043100000,,N,11616,,,"1,348.72",40.72667,-75.27667
PA018416,HWB17,42095017401,SR 33 NB(LR 1098),State Highway Agency,,13.4,3,22,0,,,1970,0,N000000000,,5,13298,,,"1,277.73",40.73667,-75.265
PA018417,HWB17,42095017000,SR 33 NB(LR 1098),State Highway Agency,,13.4,5,28,13,,,1970,0,69300000,,N,13298,,,"2,176.88",40.75333,-75.265
PA018418,HWB17,42095017401,SR 33 SB(LR 1098),State Highway Agency,,13.4,3,22,0,,,1970,0,N000000000,,5,11616,,,"1,325.06",40.735,-75.265
PA018419,HWB17,42095017000,SR 33 SB(LR 1098),State Highway Agency,,13.4,6,27,19,,,1970,0,69000000,,N,11616,,,"2,626.45",40.75167,-75.265
PA018420,HWB17,42095015500,SR 33 N.B.(LR1098),State Highway Agency,,13.4,3,23,49,,,1970,0,70600000,,N,13298,,,"1,656.32",40.76167,-75.27333
PA018421,HWB17,42095015500,SR 33 SB(LR 1098),State Highway Agency,,13.4,3,23,49,,,1970,0,70600000,,N,11616,,,"1,656.32",40.76,-75.27333
PA018422,HWB3 ,42095015801,SR 33 NB(LR 1098),State Highway Agency,,13.4,1,21,19,,,1969,0,H043400000,,N,13298,,,520.56,40.78,-75.285
PA018424,HWB3 ,42095015801,SR 33 NB(LR 1098),State Highway Agency,,19.1,1,23,32,,,1969,0,H045700000,,N,13298,,,809.44,40.78,-75.285
PA018426,HWB3 ,42095015801,SR 33 SB(LR 48040),State Highway Agency,,13.4,1,21,19,,,1969,0,H044400000,,N,11616,,,520.56,40.78,-75.285
PA018428,HWB3 ,42095015801,SR 33 SB(LR 1098),State Highway Agency,,18.3,1,23,32,,,1969,0,H045900000,,N,11616,,,775.54,40.78,-75.285
PA018430,HWB17,42095015801,SR 33 NB(LR 1098),State Highway Agency,,13.4,3,20,41,,,1969,0,H049200000,,N,13298,,,993.79,40.79667,-75.29667
PA018432,HWB17,42095015801,SR 33 SB(LR 1098),State Highway Agency,,13.4,3,20,41,,,1969,0,H044400000,,N,11616,,,946.47,40.79667,-75.29667
PA018434,HWB17,42095015500,SR1042 KROMER RD,State Highway Agency,,11,2,27,4,,,1969,0,H044700000,,N,320,,,"1,068.31",40.82,-75.29833
PA018436,HWB3 ,42095015500,SR 33(LR 796),State Highway Agency,,31.5,1,25,30,,,1959,0,H043400000,,N,24914,,,"1,557.44",40.83333,-75.3
PA018438,HWB3 ,42095015700,SR 33(LR 796),State Highway Agency,,26.7,1,10,15,,,1958,0,H042400000,,N,24914,,,518.62,40.83833,-75.3
PA018440,HWB3 ,42095015500,SR 33(LR 796),State Highway Agency,,26.7,1,14,31,,,1958,0,H042900000,,N,24914,,,707.2,40.835,-75.30167
PA018442,HWB3 ,42095015700,PA 33 (LR 796),State Highway Agency,,26.7,1,17,45,,,1958,0,H048000000,,N,24914,,,990.08,40.85333,-75.29333
PA018444,HWB3 ,42095018002,SR 78 EB (LR 1045),State Highway Agency,,14.5,1,42,65,,,1989,0,H043900000,,N,20693,,,"2,483.60",40.575,-75.39
PA018446,HWB3 ,42095018002,SR 78 WB (LR 1045),State Highway Agency,,14.5,1,49,65,,,1989,0,H043900000,,N,20693,,,"2,637.22",40.575,-75.39
PA018448,HWB17,42095018002,SR 78EB(LR 1045),State Highway Agency,,14.5,3,34,51,,,1989,0,H045200000,,9,20693,,,"1,664.27",40.58167,-75.38833
PA018450,HWB17,42095018002,SR 78WB(LR 1045),State Highway Agency,,14.5,3,33,51,,,1989,0,H045200000,,9,20693,,,"1,587.45",40.58167,-75.38833
PA018452,HWB17,42095018002,SR 78EB(LR 1045),State Highway Agency,,14.5,3,18,15,,,1988,0,H070100000,,N,20693,,,"1,177.79",40.59167,-75.37167
PA018454,HWB17,42095018002,SR 78WB(LR 1045),State Highway Agency,,14.5,3,18,15,,,1988,0,H044100000,,N,20693,,,947.35,40.59167,-75.37167
PA018456,HWB3 ,42095011300,SR 78EB(LR 1045),State Highway Agency,,14.5,1,31,10,,,1988,0,H056900000,,N,20693,,,844.94,40.595,-75.35
PA018461,HWB15,42095011300,SR 78EB(LR 1045),State Highway Agency,,14.5,13,66,0,,,1988,0,H105600000,,9,20693,,,"15,490.48",40.59667,-75.345
PA018462,HWB17,42095017901,SR 78EB(LR 1045),State Highway Agency,,14.5,3,25,12,,,1988,0,H050200000,,N,20693,,,"1,126.58",40.595,-75.34167
PA018464,HWB3 ,42095011300,SR 78WB(LR 1045),State Highway Agency,,14.5,1,27,10,,,1988,0,H044700000,,N,20693,,,742.52,40.595,-75.35
PA018469,HWB15,42095011300,SR 78 WB(LR 1045),State Highway Agency,,14.5,13,63,0,,,1988,0,H111700000,,9,20693,,,"15,336.86",40.59667,-75.345
PA018470,HWB17,42095017901,SR 78WB(LR 1045),State Highway Agency,,17.8,3,25,12,,,1988,0,H047400000,,N,20693,,,"1,351.54",40.595,-75.34167
PA018472,HWB17,42095018001,SR 78EB(LR 1045),State Highway Agency,,15.9,3,30,52,,,1988,0,H049500000,,N,20693,,,"1,684.57",40.595,-75.32833
PA018474,HWB17,42095018001,SR 78WB(LR 1045),State Highway Agency,,14.5,3,31,52,,,1988,0,H049500000,,N,20693,,,"1,715.47",40.595,-75.32833
PA018476,HWB3 ,42095018001,SR 78EB(LR 1045),State Highway Agency,,14.5,1,31,9,,,1988,0,H049500000,,N,20693,,,819.33,40.59833,-75.31833
PA018478,HWB3 ,42095018001,SR 78WB(LR 1045),State Highway Agency,,14.5,1,31,9,,,1988,0,H074400000,,N,20693,,,819.33,40.59833,-75.31833
PA018480,HWB15,42095018001,I-78 E.B.(LR 1045),State Highway Agency,,14.5,3,58,2,,,1988,0,H179800000,,N,20693,,,"3,815.01",40.60833,-75.3
PA018482,HWB15,42095018001,I-78 W.B.(LR 1045),State Highway Agency,,14.5,3,58,2,,,1988,0,H179800000,,N,20693,,,"3,866.22",40.60833,-75.3
PA018484,HWB3 ,42095018001,SR 78EB(LR 1045),State Highway Agency,,14.5,1,14,16,,,1987,0,H054300000,,N,20693,,,384.06,40.63167,-75.27833
PA018486,HWB17,42095017502,I-78 E.B.(LR 1045),State Highway Agency,,14.5,3,39,0,,,1987,0,H121400000,,N,20693,,,"1,945.91",40.65833,-75.25833
PA018488,HWB17,42095017502,I-78 W.B.(LR 1045),State Highway Agency,,14.5,3,39,0,,,1987,0,H100300000,,N,20693,,,"1,945.91",40.65833,-75.25833
PA018490,HWB17,42095018100,SR 78EB(LR 1045),State Highway Agency,,13.9,3,28,26,,,1988,0,H173400000,,9,20693,,,"2,110.84",40.66167,-75.23667
PA018492,HWB17,42095018100,SR 78WB(LR 1045),State Highway Agency,,13.9,3,30,26,,,1988,0,H184900000,,9,20693,,,"2,159.93",40.66167,-75.23667
PA018496,HWB3 ,42095016002,PA 145 (LR 175),State Highway Agency,,12.8,1,12,12,,,1923,0,N000000000,,3,4109,,,271.23,40.73739,-75.57617
PA018497,HWB17,42095017605,SR 191 (LR 297),State Highway Agency,,14,2,25,45,,,1958,0,N000000000,,3,16996,,,"1,236.06",40.685,-75.33903
PA018498,HWB17,42095016901,SR 191 (LR297),State Highway Agency,,14,2,16,30,,,1958,0,N000000000,,3,16996,,,791.08,40.68725,-75.338
PA018499,HWB3 ,42095017401,SR 191(APPL.1019),State Highway Agency,,26.8,1,22,38,,,1970,0,N000000000,,3,7471,,,"1,088.44",40.75389,-75.27419
PA018500,HWB3 ,42095015300,SR 191 (LR 48035),State Highway Agency,,14.8,1,7,45,,,1961,0,N000000000,,3,3460,,,209.07,40.88414,-75.21444
PA018501,HWB28,42095016001,SR 248 (LR 471),State Highway Agency,,14.9,2,12,45,,,1929,0,N000000000,,4,8597,,,631.45,40.74706,-75.51017
PA018502,HWB3 ,42095015902,SR 248 (LR 471),State Highway Agency,,13.9,1,9,5,,,1929,0,N000000000,,6,8134,,,245.45,40.74939,-75.47381
PA018503,HWB3 ,42095015902,SR 248 (LR 471),State Highway Agency,,13.9,1,10,45,,,1929,0,N000000000,,6,8134,,,269.99,40.74792,-75.47078
PA018504,HWB3 ,42095016700,SR 248 (LR 175),State Highway Agency,,13.3,1,9,0,,,1927,0,N000000000,,4,6107,,,305.31,40.72981,-75.37669
PA018505,HWB3 ,42095016700,SR 248 (LR 175),State Highway Agency,,13.3,1,8,0,,,1963,0,N000000000,,3,6000,,,187.88,40.73425,-75.34336
PA018506,HWB3 ,42095016902,SR 248 (LR 175),State Highway Agency,,26.2,1,8,30,,,1960,0,N000000000,,7,14766,,,370.11,40.71211,-75.2825
PA018507,HWB3 ,42095017401,SR 248 (LR 175),State Highway Agency,,64.8,1,7,0,,,1954,0,N000000000,,3,29967,,,800.97,40.68728,-75.25256
PA018508,HWB3 ,42095016500,PA 329 (LR 175),State Highway Agency,,13.3,1,13,0,,,1945,0,N000000000,,3,9851,,,305.31,40.69817,-75.45033
PA018509,HWB10,42095011300,SR 412 (LR 530),State Highway Agency,,22,3,11,30,,,1928,0,N000000000,,2,20252,,,"1,398.51",40.60767,-75.33972
PA018510,HWB5 ,42095016500,SR 512  (LR 48046),State Highway Agency,,7.9,2,6,45,,,1923,0,N000000000,,3,12942,,,195.3,40.69858,-75.39267
PA018511,HWB5 ,42095015802,SR 512 (LR 752),State Highway Agency,,8,2,12,45,,,1932,0,N000000000,,2,8257,,,339.03,40.78919,-75.36533
PA018512,HWB3 ,42095015802,SR 512(LR 752),State Highway Agency,,13.4,1,10,45,,,1953,0,N000000000,,3,12571,,,260.28,40.81661,-75.33075
PA018513,HWB3 ,42095015201,SR 512 (LR 165),State Highway Agency,,12.8,1,9,30,,,1911,0,N000000000,,4,10000,,,248.62,40.86556,-75.20472
PA018514,HWB10,42095018100,PA 611(LR 156),State Highway Agency,,8,2,9,60,,,1921,0,N000000000,,2,5720,,,282.53,40.61867,-75.20264
PA018515,HWB28,42095014600,DR.GEO.S.SMITH BRG,State Highway Agency,,29,3,31,10,,,1912,0,N000000000,,6,11344,,,"4,659.95",40.68667,-75.20833
PA018516,HWB3 ,42095014100,SR 611(LR 48019SP),State Highway Agency,,18.3,1,33,0,,,1950,0,N000000000,,4,9610,,,"1,130.99",40.69589,-75.20561
PA018517,HWB10,42095015400,SR 611(LR 165 SP),State Highway Agency,,8.7,2,13,0,,,1926,0,76200000,,3,5759,,,"1,106.10",40.78408,-75.18586
PA018518,HWB3 ,42095015400,SR 611 (LR 48027),State Highway Agency,,7.6,1,7,15,,,1913,0,N000000000,,5,2783,,,107.36,40.83272,-75.145
